"","city_code7","city_IPARDES","year","population"
"11518","4125100","São João do Triunfo","2018",14996
"11519","4125308","São Jorge do Ivaí","2018",5559
"11520","4125357","São Jorge do Patrocínio","2018",5698
"11521","4125209","São Jorge d'Oeste","2018",9074
"11522","4125407","São José da Boa Vista","2018",6254
"11523","4125456","São José das Palmeiras","2018",3682
"11524","4125506","São José dos Pinhais","2018",317476
"11525","4125555","São Manoel do Paraná","2018",2158
"11526","4125605","São Mateus do Sul","2018",45806
"11527","4125704","São Miguel do Iguaçu","2018",27325
"11528","4125753","São Pedro do Iguaçu","2018",5976
"11529","4125803","São Pedro do Ivaí","2018",10915
"11530","4125902","São Pedro do Paraná","2018",2338
"11531","4126009","São Sebastião da Amoreira","2018",8847
"11532","4126108","São Tomé","2018",5693
"11533","4126207","Sapopema","2018",6751
"11534","4126256","Sarandi","2018",95543
"11535","4126272","Saudade do Iguaçu","2018",5459
"11536","4126306","Sengés","2018",19267
"11537","4126355","Serranópolis do Iguaçu","2018",4513
"11538","4126405","Sertaneja","2018",5355
"11539","4126504","Sertanópolis","2018",16323
"11540","4126603","Siqueira Campos","2018",20778
"11541","4126652","Sulina","2018",3033
"11542","4126678","Tamarana","2018",14548
"11543","4126702","Tamboara","2018",5080
"11544","4126801","Tapejara","2018",16062
"11545","4126900","Tapira","2018",5584
"11546","4127007","Teixeira Soares","2018",12163
"11547","4127106","Telêmaco Borba","2018",78135
"11548","4127205","Terra Boa","2018",16984
"11549","4127304","Terra Rica","2018",16652
"11550","4127403","Terra Roxa","2018",17439
"11551","4127502","Tibagi","2018",20436
"11552","4127601","Tijucas do Sul","2018",16646
"11553","4127700","Toledo","2018",138572
"11554","4127809","Tomazina","2018",8032
"11555","4127858","Três Barras do Paraná","2018",12043
"11556","4127882","Tunas do Paraná","2018",8509
"11557","4127908","Tuneiras do Oeste","2018",8599
"11558","4127957","Tupãssi","2018",8128
"11559","4127965","Turvo","2018",13340
"11560","4128005","Ubiratã","2018",21119
"11561","4128104","Umuarama","2018",110590
"11562","4128203","União da Vitória","2018",57111
"11563","4128302","Uniflor","2018",2595
"11564","4128401","Uraí","2018",11356
"11565","4128534","Ventania","2018",11703
"11566","4128559","Vera Cruz do Oeste","2018",8590
"11567","4128609","Verê","2018",7342
"11568","4128658","Virmond","2018",4023
"11569","4128708","Vitorino","2018",6817
"11570","4128500","Wenceslau Braz","2018",19444
"11571",NA,"Xambrê","2018",5728
"11572","4100103","Abatiá","2019",7457
"11573","4100202","Adrianópolis","2019",5919
"11574","4100301","Agudos do Sul","2019",9371
"11575","4100400","Almirante Tamandaré","2019",118623
"11576","4100459","Altamira do Paraná","2019",1942
"11577","4128625","Alto Paraíso","2019",2741
"11578","4100608","Alto Paraná","2019",14770
"11579","4100707","Alto Piquiri","2019",9836
"11580","4100509","Altônia","2019",22056
"11581","4100806","Alvorada do Sul","2019",11406
"11582","4100905","Amaporã","2019",6257
"11583","4101002","Ampére","2019",19152
"11584","4101051","Anahy","2019",2801
"11585","4101101","Andirá","2019",20031
"11586","4101150","Ângulo","2019",2928
"11587","4101200","Antonina","2019",18980
"11588","4101309","Antônio Olinto","2019",7434
"11589","4101408","Apucarana","2019",134996
"11590","4101507","Arapongas","2019",123027
"11591","4101606","Arapoti","2019",28115
"11592","4101655","Arapuã","2019",3068
"11593","4101705","Araruna","2019",13970
"11594","4101804","Araucária","2019",143843
"11595","4101853","Ariranha do Ivaí","2019",2108
"11596","4101903","Assaí","2019",15119
"11597","4102000","Assis Chateaubriand","2019",33362
"11598","4102109","Astorga","2019",26111
"11599","4102208","Atalaia","2019",3892
"11600","4102307","Balsa Nova","2019",12941
"11601","4102406","Bandeirantes","2019",31367
"11602","4102505","Barbosa Ferraz","2019",11568
"11603","4102703","Barra do Jacaré","2019",2781
"11604","4102604","Barracão","2019",10275
"11605","4102752","Bela Vista da Caroba","2019",3511
"11606","4102802","Bela Vista do Paraíso","2019",15397
"11607","4102901","Bituruna","2019",16389
"11608","4103008","Boa Esperança","2019",4105
"11609","4103024","Boa Esperança do Iguaçu","2019",2503
"11610","4103040","Boa Ventura de São Roque","2019",6387
"11611","4103057","Boa Vista da Aparecida","2019",7591
"11612","4103107","Bocaiúva do Sul","2019",12944
"11613","4103156","Bom Jesus do Sul","2019",3541
"11614","4103206","Bom Sucesso","2019",7032
"11615","4103222","Bom Sucesso do Sul","2019",3264
"11616","4103305","Borrazópolis","2019",6592
"11617","4103354","Braganey","2019",5427
"11618","4103370","Brasilândia do Sul","2019",2651
"11619","4103404","Cafeara","2019",2934
"11620","4103453","Cafelândia","2019",18120
"11621","4103479","Cafezal do Sul","2019",4044
"11622","4103503","Califórnia","2019",8570
"11623","4103602","Cambará","2019",25360
"11624","4103701","Cambé","2019",106533
"11625","4103800","Cambira","2019",7865
"11626","4103909","Campina da Lagoa","2019",14202
"11627","4103958","Campina do Simão","2019",3887
"11628","4104006","Campina Grande do Sul","2019",43288
"11629","4104055","Campo Bonito","2019",3833
"11630","4104105","Campo do Tenente","2019",7971
"11631","4104204","Campo Largo","2019",132002
"11632","4104253","Campo Magro","2019",29318
"11633","4104303","Campo Mourão","2019",94859
"11634","4104402","Cândido de Abreu","2019",15018
"11635","4104428","Candói","2019",15979
"11636","4104451","Cantagalo","2019",13317
"11637","4104501","Capanema","2019",19124
"11638","4104600","Capitão Leônidas Marques","2019",15780
"11639","4104659","Carambeí","2019",23415
"11640","4104709","Carlópolis","2019",14320
"11641","4104808","Cascavel","2019",328454
"11642","4104907","Castro","2019",71484
"11643","4105003","Catanduvas","2019",10189
"11644","4105102","Centenário do Sul","2019",10827
"11645","4105201","Cerro Azul","2019",17779
"11646","4105300","Céu Azul","2019",11765
"11647","4105409","Chopinzinho","2019",19254
"11648","4105508","Cianorte","2019",82620
"11649","4105607","Cidade Gaúcha","2019",12652
"11650","4105706","Clevelândia","2019",16559
"11651","4105805","Colombo","2019",243726
"11652","4105904","Colorado","2019",24012
"11653","4106001","Congonhinhas","2019",8818
"11654","4106100","Conselheiro Mairinck","2019",3860
"11655","4106209","Contenda","2019",18584
"11656","4106308","Corbélia","2019",17071
"11657","4106407","Cornélio Procópio","2019",47845
"11658","4106456","Coronel Domingos Soares","2019",7497
"11659","4106506","Coronel Vivida","2019",20734
"11660","4106555","Corumbataí do Sul","2019",3219
"11661","4106803","Cruz Machado","2019",18708
"11662","4106571","Cruzeiro do Iguaçu","2019",4252
"11663","4106605","Cruzeiro do Oeste","2019",20932
"11664","4106704","Cruzeiro do Sul","2019",4469
"11665","4106852","Cruzmaltina","2019",2950
"11666","4106902","Curitiba","2019",1933105
"11667","4107009","Curiúva","2019",15101
"11668","4107108","Diamante do Norte","2019",5087
"11669","4107124","Diamante do Sul","2019",3439
"11670","4107157","Diamante D'Oeste","2019",5253
"11671","4107207","Dois Vizinhos","2019",40641
"11672","4107256","Douradina","2019",8747
"11673","4107306","Doutor Camargo","2019",5979
"11674","4128633","Doutor Ulysses","2019",5580
"11675","4107405","Enéas Marques","2019",5961
"11676","4107504","Engenheiro Beltrão","2019",14000
"11677","4107538","Entre Rios do Oeste","2019",4539
"11678","4107520","Esperança Nova","2019",1698
"11679","4107546","Espigão Alto do Iguaçu","2019",4117
"11680","4107553","Farol","2019",3089
"11681","4107603","Faxinal","2019",17251
"11682","4107652","Fazenda Rio Grande","2019",100209
"11683","4107702","Fênix","2019",4762
"11684","4107736","Fernandes Pinheiro","2019",5646
"11685","4107751","Figueira","2019",7770
"11686","4107850","Flor da Serra do Sul","2019",4624
"11687","4107801","Floraí","2019",4929
"11688","4107900","Floresta","2019",6774
"11689","4108007","Florestópolis","2019",10548
"11690","4108106","Flórida","2019",2689
"11691","4108205","Formosa do Oeste","2019",6578
"11692","4108304","Foz do Iguaçu","2019",258532
"11693","4108452","Foz do Jordão","2019",4650
"11694","4108320","Francisco Alves","2019",6046
"11695","4108403","Francisco Beltrão","2019",91093
"11696","4108502","General Carneiro","2019",13710
"11697","4108551","Godoy Moreira","2019",2946
"11698","4108601","Goioerê","2019",28884
"11699","4108650","Goioxim","2019",7111
"11700","4108700","Grandes Rios","2019",5618
"11701","4108809","Guaíra","2019",33119
"11702","4108908","Guairaçá","2019",6581
"11703","4108957","Guamiranga","2019",8739
"11704","4109005","Guapirama","2019",3802
"11705","4109104","Guaporema","2019",2243
"11706","4109203","Guaraci","2019",5502
"11707","4109302","Guaraniaçu","2019",12472
"11708","4109401","Guarapuava","2019",181504
"11709","4109500","Guaraqueçaba","2019",7636
"11710","4109609","Guaratuba","2019",37067
"11711","4109658","Honório Serpa","2019",5211
"11712","4109708","Ibaiti","2019",31364
"11713","4109757","Ibema","2019",6352
"11714","4109807","Ibiporã","2019",54558
"11715","4109906","Icaraíma","2019",7904
"11716","4110003","Iguaraçu","2019",4404
"11717","4110052","Iguatu","2019",2256
"11718","4110078","Imbaú","2019",13111
"11719","4110102","Imbituva","2019",32564
"11720","4110201","Inácio Martins","2019",11125
"11721","4110300","Inajá","2019",3109
"11722","4110409","Indianópolis","2019",4457
"11723","4110508","Ipiranga","2019",15172
"11724","4110607","Iporã","2019",13926
"11725","4110656","Iracema do Oeste","2019",2288
"11726","4110706","Irati","2019",60727
"11727","4110805","Iretama","2019",10169
"11728","4110904","Itaguajé","2019",4466
"11729","4110953","Itaipulândia","2019",11176
"11730","4111001","Itambaracá","2019",6582
"11731","4111100","Itambé","2019",6108
"11732","4111209","Itapejara d'Oeste","2019",11964
"11733","4111258","Itaperuçu","2019",28634
"11734","4111308","Itaúna do Sul","2019",2865
"11735","4111407","Ivaí","2019",13879
"11736","4111506","Ivaiporã","2019",31984
"11737","4111555","Ivaté","2019",8185
"11738","4111605","Ivatuba","2019",3259
"11739","4111704","Jaboti","2019",5274
"11740","4111803","Jacarezinho","2019",39378
"11741","4111902","Jaguapitã","2019",13620
"11742","4112009","Jaguariaíva","2019",34857
"11743","4112108","Jandaia do Sul","2019",21176
"11744","4112207","Janiópolis","2019",5245
"11745","4112306","Japira","2019",4994
"11746","4112405","Japurá","2019",9425
"11747","4112504","Jardim Alegre","2019",11328
"11748","4112603","Jardim Olinda","2019",1331
"11749","4112702","Jataizinho","2019",12588
"11750","4112751","Jesuítas","2019",8412
"11751","4112801","Joaquim Távora","2019",11908
"11752","4112900","Jundiaí do Sul","2019",3292
"11753","4112959","Juranda","2019",7340
"11754","4113007","Jussara","2019",7013
"11755","4113106","Kaloré","2019",4100
"11756","4113205","Lapa","2019",48163
"11757","4113254","Laranjal","2019",5852
"11758","4113304","Laranjeiras do Sul","2019",32073
"11759","4113403","Leópolis","2019",3954
"11760","4113429","Lidianópolis","2019",3310
"11761","4113452","Lindoeste","2019",4676
"11762","4113502","Loanda","2019",23086
"11763","4113601","Lobato","2019",4787
"11764","4113700","Londrina","2019",569733
"11765","4113734","Luiziana","2019",7262
"11766","4113759","Lunardelli","2019",4794
"11767","4113809","Lupionópolis","2019",4920
"11768","4113908","Mallet","2019",13630
"11769","4114005","Mamborê","2019",13132
"11770","4114104","Mandaguaçu","2019",22819
"11771","4114203","Mandaguari","2019",34400
"11772","4114302","Mandirituba","2019",26869
"11773","4114351","Manfrinópolis","2019",2571
"11774","4114401","Mangueirinha","2019",16714
"11775","4114500","Manoel Ribas","2019",13502
"11776","4114609","Marechal Cândido Rondon","2019",52944
"11777","4114708","Maria Helena","2019",5677
"11778","4114807","Marialva","2019",35496
"11779","4114906","Marilândia do Sul","2019",8836
"11780","4115002","Marilena","2019",7076
"11781","4115101","Mariluz","2019",10345
"11782","4115200","Maringá","2019",423666
"11783","4115309","Mariópolis","2019",6610
"11784","4115358","Maripá","2019",5603
"11785","4115408","Marmeleiro","2019",14367
"11786","4115457","Marquinho","2019",4405
"11787","4115507","Marumbi","2019",4679
"11788","4115606","Matelândia","2019",17943
"11789","4115705","Matinhos","2019",34720
"11790","4115739","Mato Rico","2019",3272
"11791","4115754","Mauá da Serra","2019",10601
"11792","4115804","Medianeira","2019",46198
"11793","4115853","Mercedes","2019",5536
"11794","4115903","Mirador","2019",2213
"11795","4116000","Miraselva","2019",1806
"11796","4116059","Missal","2019",10702
"11797","4116109","Moreira Sales","2019",12121
"11798","4116208","Morretes","2019",16406
"11799","4116307","Munhoz de Melo","2019",3984
"11800","4116406","Nossa Senhora das Graças","2019",4008
"11801","4116505","Nova Aliança do Ivaí","2019",1543
"11802","4116604","Nova América da Colina","2019",3445
"11803","4116703","Nova Aurora","2019",10472
"11804","4116802","Nova Cantu","2019",5302
"11805","4116901","Nova Esperança","2019",27904
"11806","4116950","Nova Esperança do Sudoeste","2019",5046
"11807","4117008","Nova Fátima","2019",8153
"11808","4117057","Nova Laranjeiras","2019",11554
"11809","4117107","Nova Londrina","2019",13213
"11810","4117206","Nova Olímpia","2019",5806
"11811","4117255","Nova Prata do Iguaçu","2019",10548
"11812","4117214","Nova Santa Bárbara","2019",4249
"11813","4117222","Nova Santa Rosa","2019",8219
"11814","4117271","Nova Tebas","2019",5649
"11815","4117297","Novo Itacolomi","2019",2844
"11816","4117305","Ortigueira","2019",22141
"11817","4117404","Ourizona","2019",3428
"11818","4117453","Ouro Verde do Oeste","2019",5996
"11819","4117503","Paiçandu","2019",41281
"11820","4117602","Palmas","2019",50986
"11821","4117701","Palmeira","2019",33877
"11822","4117800","Palmital","2019",13172
"11823","4117909","Palotina","2019",31846
"11824","4118006","Paraíso do Norte","2019",13830
"11825","4118105","Paranacity","2019",11472
"11826","4118204","Paranaguá","2019",154936
"11827","4118303","Paranapoema","2019",3203
"11828","4118402","Paranavaí","2019",88374
"11829","4118451","Pato Bragado","2019",5610
"11830","4118501","Pato Branco","2019",82881
"11831","4118600","Paula Freitas","2019",5873
"11832","4118709","Paulo Frontin","2019",7354
"11833","4118808","Peabiru","2019",13996
"11834","4118857","Perobal","2019",6127
"11835","4118907","Pérola","2019",11234
"11836","4119004","Pérola d'Oeste","2019",6347
"11837","4119103","Piên","2019",12746
"11838","4119152","Pinhais","2019",132157
"11839","4119251","Pinhal de São Bento","2019",2731
"11840","4119202","Pinhalão","2019",6326
"11841","4119301","Pinhão","2019",32391
"11842","4119400","Piraí do Sul","2019",25463
"11843","4119509","Piraquara","2019",113036
"11844","4119608","Pitanga","2019",30310
"11845","4119657","Pitangueiras","2019",3224
"11846","4119707","Planaltina do Paraná","2019",4263
"11847","4119806","Planalto","2019",13479
"11848","4119905","Ponta Grossa","2019",351736
"11849","4119954","Pontal do Paraná","2019",27284
"11850","4120002","Porecatu","2019",12914
"11851","4120101","Porto Amazonas","2019",4848
"11852","4120150","Porto Barreiro","2019",3237
"11853","4120200","Porto Rico","2019",2559
"11854","4120309","Porto Vitória","2019",4065
"11855","4120333","Prado Ferreira","2019",3753
"11856","4120358","Pranchita","2019",5157
"11857","4120408","Presidente Castelo Branco","2019",5306
"11858","4120507","Primeiro de Maio","2019",11123
"11859","4120606","Prudentópolis","2019",52241
"11860","4120655","Quarto Centenário","2019",4512
"11861","4120705","Quatiguá","2019",7449
"11862","4120804","Quatro Barras","2019",23559
"11863","4120853","Quatro Pontes","2019",4015
"11864","4120903","Quedas do Iguaçu","2019",34103
"11865","4121000","Querência do Norte","2019",12206
"11866","4121109","Quinta do Sol","2019",4573
"11867","4121208","Quitandinha","2019",19049
"11868","4121257","Ramilândia","2019",4451
"11869","4121307","Rancho Alegre","2019",3808
"11870","4121356","Rancho Alegre D'Oeste","2019",2655
"11871","4121406","Realeza","2019",16922
"11872","4121505","Rebouças","2019",14899
"11873","4121604","Renascença","2019",6802
"11874","4121703","Reserva","2019",26715
"11875","4121752","Reserva do Iguaçu","2019",8010
"11876","4121802","Ribeirão Claro","2019",10668
"11877","4121901","Ribeirão do Pinhal","2019",13029
"11878","4122008","Rio Azul","2019",15236
"11879","4122107","Rio Bom","2019",3203
"11880","4122156","Rio Bonito do Iguaçu","2019",13269
"11881","4122172","Rio Branco do Ivaí","2019",4096
"11882","4122206","Rio Branco do Sul","2019",32397
"11883","4122305","Rio Negro","2019",34170
"11884","4122404","Rolândia","2019",66580
"11885","4122503","Roncador","2019",9849
"11886","4122602","Rondon","2019",9579
"11887","4122651","Rosário do Ivaí","2019",4786
"11888","4122701","Sabáudia","2019",6827
"11889","4122800","Salgado Filho","2019",3580
"11890","4122909","Salto do Itararé","2019",4935
"11891","4123006","Salto do Lontra","2019",14785
"11892","4123105","Santa Amélia","2019",3324
"11893","4123204","Santa Cecília do Pavão","2019",3334
"11894","4123303","Santa Cruz de Monte Castelo","2019",7800
"11895","4123402","Santa Fé","2019",12037
"11896","4123501","Santa Helena","2019",26490
"11897","4123600","Santa Inês","2019",1596
"11898","4123709","Santa Isabel do Ivaí","2019",8562
"11899","4123808","Santa Izabel do Oeste","2019",14659
"11900","4123824","Santa Lúcia","2019",3813
"11901","4123857","Santa Maria do Oeste","2019",9615
"11902","4123907","Santa Mariana","2019",11724
"11903","4123956","Santa Mônica","2019",3981
"11904","4124020","Santa Tereza do Oeste","2019",10139
"11905","4124053","Santa Terezinha de Itaipu","2019",23465
"11906","4124004","Santana do Itararé","2019",4992
"11907","4124103","Santo Antônio da Platina","2019",45993
"11908","4124202","Santo Antônio do Caiuá","2019",2641
"11909","4124301","Santo Antônio do Paraíso","2019",2106
"11910","4124400","Santo Antônio do Sudoeste","2019",20166
"11911","4124509","Santo Inácio","2019",5438
"11912","4124608","São Carlos do Ivaí","2019",6878
"11913","4124707","São Jerônimo da Serra","2019",11170
"11914","4124806","São João","2019",10241
"11915","4124905","São João do Caiuá","2019",5855
"11916","4125001","São João do Ivaí","2019",10219
"11917","4125100","São João do Triunfo","2019",15120
"11918","4125308","São Jorge do Ivaí","2019",5551
"11919","4125357","São Jorge do Patrocínio","2019",5641
"11920","4125209","São Jorge d'Oeste","2019",9050
"11921","4125407","São José da Boa Vista","2019",6206
"11922","4125456","São José das Palmeiras","2019",3654
"11923","4125506","São José dos Pinhais","2019",323340
"11924","4125555","São Manoel do Paraná","2019",2160
"11925","4125605","São Mateus do Sul","2019",46261
"11926","4125704","São Miguel do Iguaçu","2019",27452
"11927","4125753","São Pedro do Iguaçu","2019",5897
"11928","4125803","São Pedro do Ivaí","2019",10981
"11929","4125902","São Pedro do Paraná","2019",2313
"11930","4126009","São Sebastião da Amoreira","2019",8853
"11931","4126108","São Tomé","2019",5722
"11932","4126207","Sapopema","2019",6736
"11933","4126256","Sarandi","2019",96688
"11934","4126272","Saudade do Iguaçu","2019",5500
"11935","4126306","Sengés","2019",19327
"11936","4126355","Serranópolis do Iguaçu","2019",4495
"11937","4126405","Sertaneja","2019",5284
"11938","4126504","Sertanópolis","2019",16369
"11939","4126603","Siqueira Campos","2019",21016
"11940","4126652","Sulina","2019",2981
"11941","4126678","Tamarana","2019",14797
"11942","4126702","Tamboara","2019",5120
"11943","4126801","Tapejara","2019",16205
"11944","4126900","Tapira","2019",5539
"11945","4127007","Teixeira Soares","2019",12367
"11946","4127106","Telêmaco Borba","2019",78974
"11947","4127205","Terra Boa","2019",17094
"11948","4127304","Terra Rica","2019",16789
"11949","4127403","Terra Roxa","2019",17481
"11950","4127502","Tibagi","2019",20522
"11951","4127601","Tijucas do Sul","2019",16868
"11952","4127700","Toledo","2019",140635
"11953","4127809","Tomazina","2019",7918
"11954","4127858","Três Barras do Paraná","2019",12040
"11955","4127882","Tunas do Paraná","2019",8769
"11956","4127908","Tuneiras do Oeste","2019",8566
"11957","4127957","Tupãssi","2019",8124
"11958","4127965","Turvo","2019",13215
"11959","4128005","Ubiratã","2019",21013
"11960","4128104","Umuarama","2019",111557
"11961","4128203","União da Vitória","2019",57517
"11962","4128302","Uniflor","2019",2605
"11963","4128401","Uraí","2019",11314
"11964","4128534","Ventania","2019",11892
"11965","4128559","Vera Cruz do Oeste","2019",8521
"11966","4128609","Verê","2019",7257
"11967","4128658","Virmond","2019",4023
"11968","4128708","Vitorino","2019",6838
"11969","4128500","Wenceslau Braz","2019",19414
"11970",NA,"Xambrê","2019",5679
"11971","4100103","Abatiá","2020",7408
"11972","4100202","Adrianópolis","2020",5857
"11973","4100301","Agudos do Sul","2020",9470
"11974","4100400","Almirante Tamandaré","2020",120041
"11975","4100459","Altamira do Paraná","2020",1682
"11976","4128625","Alto Paraíso","2020",2685
"11977","4100608","Alto Paraná","2020",14859
"11978","4100707","Alto Piquiri","2020",9778
"11979","4100509","Altônia","2020",22176
"11980","4100806","Alvorada do Sul","2020",11503
"11981","4100905","Amaporã","2020",6332
"11982","4101002","Ampére","2020",19311
"11983","4101051","Anahy","2020",2788
"11984","4101101","Andirá","2020",19926
"11985","4101150","Ângulo","2020",2930
"11986","4101200","Antonina","2020",18949
"11987","4101309","Antônio Olinto","2020",7427
"11988","4101408","Apucarana","2020",136234
"11989","4101507","Arapongas","2020",124810
"11990","4101606","Arapoti","2020",28300
"11991","4101655","Arapuã","2020",3009
"11992","4101705","Araruna","2020",14000
"11993","4101804","Araucária","2020",146214
"11994","4101853","Ariranha do Ivaí","2020",2066
"11995","4101903","Assaí","2020",14954
"11996","4102000","Assis Chateaubriand","2020",33340
"11997","4102109","Astorga","2020",26209
"11998","4102208","Atalaia","2020",3881
"11999","4102307","Balsa Nova","2020",13092
"12000","4102406","Bandeirantes","2020",31211
"12001","4102505","Barbosa Ferraz","2020",11426
"12002","4102703","Barra do Jacaré","2020",2781
"12003","4102604","Barracão","2020",10312
"12004","4102752","Bela Vista da Caroba","2020",3457
"12005","4102802","Bela Vista do Paraíso","2020",15399
"12006","4102901","Bituruna","2020",16400
"12007","4103008","Boa Esperança","2020",4047
"12008","4103024","Boa Esperança do Iguaçu","2020",2470
"12009","4103040","Boa Ventura de São Roque","2020",6365
"12010","4103057","Boa Vista da Aparecida","2020",7540
"12011","4103107","Bocaiúva do Sul","2020",13129
"12012","4103156","Bom Jesus do Sul","2020",3506
"12013","4103206","Bom Sucesso","2020",7068
"12014","4103222","Bom Sucesso do Sul","2020",3254
"12015","4103305","Borrazópolis","2020",6439
"12016","4103354","Braganey","2020",5382
"12017","4103370","Brasilândia do Sul","2020",2585
"12018","4103404","Cafeara","2020",2954
"12019","4103453","Cafelândia","2020",18456
"12020","4103479","Cafezal do Sul","2020",4009
"12021","4103503","Califórnia","2020",8606
"12022","4103602","Cambará","2020",25466
"12023","4103701","Cambé","2020",107341
"12024","4103800","Cambira","2020",7917
"12025","4103909","Campina da Lagoa","2020",14043
"12026","4103958","Campina do Simão","2020",3859
"12027","4104006","Campina Grande do Sul","2020",43685
"12028","4104055","Campo Bonito","2020",3763
"12029","4104105","Campo do Tenente","2020",8045
"12030","4104204","Campo Largo","2020",133865
"12031","4104253","Campo Magro","2020",29740
"12032","4104303","Campo Mourão","2020",95488
"12033","4104402","Cândido de Abreu","2020",14809
"12034","4104428","Candói","2020",16053
"12035","4104451","Cantagalo","2020",13329
"12036","4104501","Capanema","2020",19148
"12037","4104600","Capitão Leônidas Marques","2020",15834
"12038","4104659","Carambeí","2020",23825
"12039","4104709","Carlópolis","2020",14356
"12040","4104808","Cascavel","2020",332333
"12041","4104907","Castro","2020",71809
"12042","4105003","Catanduvas","2020",10167
"12043","4105102","Centenário do Sul","2020",10764
"12044","4105201","Cerro Azul","2020",17833
"12045","4105300","Céu Azul","2020",11819
"12046","4105409","Chopinzinho","2020",19167
"12047","4105508","Cianorte","2020",83816
"12048","4105607","Cidade Gaúcha","2020",12797
"12049","4105706","Clevelândia","2020",16450
"12050","4105805","Colombo","2020",246540
"12051","4105904","Colorado","2020",24145
"12052","4106001","Congonhinhas","2020",8857
"12053","4106100","Conselheiro Mairinck","2020",3876
"12054","4106209","Contenda","2020",18837
"12055","4106308","Corbélia","2020",17117
"12056","4106407","Cornélio Procópio","2020",47842
"12057","4106456","Coronel Domingos Soares","2020",7518
"12058","4106506","Coronel Vivida","2020",20580
"12059","4106555","Corumbataí do Sul","2020",3127
"12060","4106803","Cruz Machado","2020",18741
"12061","4106571","Cruzeiro do Iguaçu","2020",4240
"12062","4106605","Cruzeiro do Oeste","2020",20947
"12063","4106704","Cruzeiro do Sul","2020",4449
"12064","4106852","Cruzmaltina","2020",2921
"12065","4106902","Curitiba","2020",1948626
"12066","4107009","Curiúva","2020",15196
"12067","4107108","Diamante do Norte","2020",5030
"12068","4107124","Diamante do Sul","2020",3424
"12069","4107157","Diamante D'Oeste","2020",5266
"12070","4107207","Dois Vizinhos","2020",41038
"12071","4107256","Douradina","2020",8869
"12072","4107306","Doutor Camargo","2020",5983
"12073","4128633","Doutor Ulysses","2020",5552
"12074","4107405","Enéas Marques","2020",5933
"12075","4107504","Engenheiro Beltrão","2020",13981
"12076","4107538","Entre Rios do Oeste","2020",4596
"12077","4107520","Esperança Nova","2020",1665
"12078","4107546","Espigão Alto do Iguaçu","2020",4048
"12079","4107553","Farol","2020",3041
"12080","4107603","Faxinal","2020",17316
"12081","4107652","Fazenda Rio Grande","2020",102004
"12082","4107702","Fênix","2020",4748
"12083","4107736","Fernandes Pinheiro","2020",5602
"12084","4107751","Figueira","2020",7696
"12085","4107850","Flor da Serra do Sul","2020",4603
"12086","4107801","Floraí","2020",4906
"12087","4107900","Floresta","2020",6851
"12088","4108007","Florestópolis","2020",10453
"12089","4108106","Flórida","2020",2699
"12090","4108205","Formosa do Oeste","2020",6460
"12091","4108304","Foz do Iguaçu","2020",258248
"12092","4108452","Foz do Jordão","2020",4556
"12093","4108320","Francisco Alves","2020",5993
"12094","4108403","Francisco Beltrão","2020",92216
"12095","4108502","General Carneiro","2020",13685
"12096","4108551","Godoy Moreira","2020",2898
"12097","4108601","Goioerê","2020",28808
"12098","4108650","Goioxim","2020",7053
"12099","4108700","Grandes Rios","2020",5497
"12100","4108809","Guaíra","2020",33310
"12101","4108908","Guairaçá","2020",6609
"12102","4108957","Guamiranga","2020",8811
"12103","4109005","Guapirama","2020",3784
"12104","4109104","Guaporema","2020",2241
"12105","4109203","Guaraci","2020",5530
"12106","4109302","Guaraniaçu","2020",12217
"12107","4109401","Guarapuava","2020",182644
"12108","4109500","Guaraqueçaba","2020",7594
"12109","4109609","Guaratuba","2020",37527
"12110","4109658","Honório Serpa","2020",5119
"12111","4109708","Ibaiti","2020",31644
"12112","4109757","Ibema","2020",6370
"12113","4109807","Ibiporã","2020",55131
"12114","4109906","Icaraíma","2020",7786
"12115","4110003","Iguaraçu","2020",4440
"12116","4110052","Iguatu","2020",2253
"12117","4110078","Imbaú","2020",13282
"12118","4110102","Imbituva","2020",32940
"12119","4110201","Inácio Martins","2020",11121
"12120","4110300","Inajá","2020",3116
"12121","4110409","Indianópolis","2020",4465
"12122","4110508","Ipiranga","2020",15251
"12123","4110607","Iporã","2020",13782
"12124","4110656","Iracema do Oeste","2020",2251
"12125","4110706","Irati","2020",61088
"12126","4110805","Iretama","2020",10098
"12127","4110904","Itaguajé","2020",4446
"12128","4110953","Itaipulândia","2020",11385
"12129","4111001","Itambaracá","2020",6549
"12130","4111100","Itambé","2020",6109
"12131","4111209","Itapejara d'Oeste","2020",12094
"12132","4111258","Itaperuçu","2020",29070
"12133","4111308","Itaúna do Sul","2020",2781
"12134","4111407","Ivaí","2020",13965
"12135","4111506","Ivaiporã","2020",31935
"12136","4111555","Ivaté","2020",8240
"12137","4111605","Ivatuba","2020",3279
"12138","4111704","Jaboti","2020",5303
"12139","4111803","Jacarezinho","2020",39322
"12140","4111902","Jaguapitã","2020",13742
"12141","4112009","Jaguariaíva","2020",35027
"12142","4112108","Jandaia do Sul","2020",21230
"12143","4112207","Janiópolis","2020",5095
"12144","4112306","Japira","2020",4930
"12145","4112405","Japurá","2020",9500
"12146","4112504","Jardim Alegre","2020",11196
"12147","4112603","Jardim Olinda","2020",1320
"12148","4112702","Jataizinho","2020",12638
"12149","4112751","Jesuítas","2020",8330
