"","Localidade","Variável","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"826","Ivaté","Profissionais de Saúde - Total",11,12,11,12,10,13,15,13,9,10,11
"827","Ivaté","Profissionais de Saúde - Médicos",4,4,3,4,3,4,5,5,4,4,6
"828","Ivaté","Profissionais de Saúde - Enfermeiros",3,4,4,5,4,5,6,6,3,4,3
"829","Ivaté","Profissionais de Saúde - Dentistas",2,2,2,2,2,2,2,1,1,1,1
"830","Ivaté","Profissionais de Saúde - Farmacêuticos",2,2,2,1,1,2,2,1,1,1,1
"831","Ivatuba","Profissionais de Saúde - Total",10,11,12,12,9,12,13,12,12,11,17
"832","Ivatuba","Profissionais de Saúde - Médicos",3,2,3,4,NA,3,3,1,2,2,3
"833","Ivatuba","Profissionais de Saúde - Enfermeiros",3,4,5,5,5,6,7,6,6,5,8
"834","Ivatuba","Profissionais de Saúde - Dentistas",2,3,2,1,2,2,2,2,2,2,3
"835","Ivatuba","Profissionais de Saúde - Farmacêuticos",2,2,2,2,2,1,1,3,2,2,3
"836","Jaboti","Profissionais de Saúde - Total",13,13,12,8,10,8,11,12,11,11,11
"837","Jaboti","Profissionais de Saúde - Médicos",2,NA,1,NA,NA,1,2,3,1,1,1
"838","Jaboti","Profissionais de Saúde - Enfermeiros",4,5,3,3,4,3,4,4,4,4,4
"839","Jaboti","Profissionais de Saúde - Dentistas",5,5,4,4,5,3,3,3,4,4,4
"840","Jaboti","Profissionais de Saúde - Farmacêuticos",2,3,4,1,1,1,2,2,2,2,2
"841","Jacarezinho","Profissionais de Saúde - Total",139,156,156,150,154,174,191,197,187,184,206
"842","Jacarezinho","Profissionais de Saúde - Médicos",72,81,83,82,91,105,118,120,101,94,105
"843","Jacarezinho","Profissionais de Saúde - Enfermeiros",27,31,33,33,29,34,36,35,36,37,45
"844","Jacarezinho","Profissionais de Saúde - Dentistas",28,29,28,28,27,26,27,31,42,45,46
"845","Jacarezinho","Profissionais de Saúde - Farmacêuticos",12,15,12,7,7,9,10,11,8,8,8
"846","Jaguapitã","Profissionais de Saúde - Total",29,28,27,25,31,33,35,32,31,31,37
"847","Jaguapitã","Profissionais de Saúde - Médicos",8,8,6,7,9,9,9,10,8,8,13
"848","Jaguapitã","Profissionais de Saúde - Enfermeiros",10,9,9,10,11,13,14,10,10,10,11
"849","Jaguapitã","Profissionais de Saúde - Dentistas",8,7,8,7,10,10,11,11,12,12,12
"850","Jaguapitã","Profissionais de Saúde - Farmacêuticos",3,4,4,1,1,1,1,1,1,1,1
"851","Jaguariaíva","Profissionais de Saúde - Total",73,69,72,66,73,85,84,83,89,91,94
"852","Jaguariaíva","Profissionais de Saúde - Médicos",25,21,21,18,20,26,28,24,27,24,24
"853","Jaguariaíva","Profissionais de Saúde - Enfermeiros",16,16,17,17,21,25,24,26,23,28,29
"854","Jaguariaíva","Profissionais de Saúde - Dentistas",22,21,24,24,25,27,26,28,31,30,31
"855","Jaguariaíva","Profissionais de Saúde - Farmacêuticos",10,11,10,7,7,7,6,5,8,9,8
"856","Jandaia do Sul","Profissionais de Saúde - Total",71,73,75,72,79,81,86,81,78,75,89
"857","Jandaia do Sul","Profissionais de Saúde - Médicos",23,20,20,23,28,26,30,31,30,29,37
"858","Jandaia do Sul","Profissionais de Saúde - Enfermeiros",18,22,24,25,26,30,30,25,25,24,27
"859","Jandaia do Sul","Profissionais de Saúde - Dentistas",20,21,21,21,21,21,22,21,19,19,20
"860","Jandaia do Sul","Profissionais de Saúde - Farmacêuticos",10,10,10,3,4,4,4,4,4,3,5
"861","Janiópolis","Profissionais de Saúde - Total",12,9,8,9,12,12,13,13,10,9,11
"862","Janiópolis","Profissionais de Saúde - Médicos",2,NA,NA,NA,2,2,2,3,1,1,1
"863","Janiópolis","Profissionais de Saúde - Enfermeiros",4,3,3,4,4,4,5,4,4,5,7
"864","Janiópolis","Profissionais de Saúde - Dentistas",4,4,4,4,4,4,4,4,4,3,3
"865","Janiópolis","Profissionais de Saúde - Farmacêuticos",2,2,1,1,2,2,2,2,1,NA,NA
"866","Japira","Profissionais de Saúde - Total",6,9,10,15,11,11,10,11,11,8,16
"867","Japira","Profissionais de Saúde - Médicos",NA,3,3,3,3,2,1,3,3,3,8
"868","Japira","Profissionais de Saúde - Enfermeiros",3,3,3,6,5,5,3,4,5,4,5
"869","Japira","Profissionais de Saúde - Dentistas",2,1,2,2,1,2,2,1,1,1,1
"870","Japira","Profissionais de Saúde - Farmacêuticos",1,2,2,4,2,2,4,3,2,NA,2
"871","Japurá","Profissionais de Saúde - Total",15,13,11,14,13,12,12,13,12,13,17
"872","Japurá","Profissionais de Saúde - Médicos",4,3,2,2,2,2,2,1,1,1,5
"873","Japurá","Profissionais de Saúde - Enfermeiros",4,4,3,6,6,5,5,6,5,5,6
"874","Japurá","Profissionais de Saúde - Dentistas",3,3,3,4,3,3,3,3,3,4,4
"875","Japurá","Profissionais de Saúde - Farmacêuticos",4,3,3,2,2,2,2,3,3,3,2
"876","Jardim Alegre","Profissionais de Saúde - Total",19,21,21,20,20,20,21,20,20,19,21
"877","Jardim Alegre","Profissionais de Saúde - Médicos",5,3,3,4,4,4,4,3,3,3,4
"878","Jardim Alegre","Profissionais de Saúde - Enfermeiros",5,8,8,8,8,8,9,10,9,8,10
"879","Jardim Alegre","Profissionais de Saúde - Dentistas",7,7,7,7,6,6,6,6,6,7,6
"880","Jardim Alegre","Profissionais de Saúde - Farmacêuticos",2,3,3,1,2,2,2,1,2,1,1
"881","Jardim Olinda","Profissionais de Saúde - Total",4,4,4,3,3,3,4,7,6,5,5
"882","Jardim Olinda","Profissionais de Saúde - Médicos",1,1,1,1,1,1,1,3,2,2,2
"883","Jardim Olinda","Profissionais de Saúde - Enfermeiros",1,1,1,1,1,1,2,2,2,1,1
"884","Jardim Olinda","Profissionais de Saúde - Dentistas",1,1,1,1,1,1,1,2,2,2,2
"885","Jardim Olinda","Profissionais de Saúde - Farmacêuticos",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"886","Jataizinho","Profissionais de Saúde - Total",22,18,19,19,19,18,19,18,18,22,21
"887","Jataizinho","Profissionais de Saúde - Médicos",7,4,4,7,7,6,6,6,6,7,6
"888","Jataizinho","Profissionais de Saúde - Enfermeiros",6,6,7,5,5,7,7,7,6,8,9
"889","Jataizinho","Profissionais de Saúde - Dentistas",4,4,4,4,4,2,3,3,4,4,4
"890","Jataizinho","Profissionais de Saúde - Farmacêuticos",5,4,4,3,3,3,3,2,2,3,2
"891","Jesuítas","Profissionais de Saúde - Total",14,10,16,14,16,17,17,17,14,15,14
"892","Jesuítas","Profissionais de Saúde - Médicos",6,1,1,1,2,4,4,4,2,4,2
"893","Jesuítas","Profissionais de Saúde - Enfermeiros",4,4,9,9,10,10,10,10,10,9,10
"894","Jesuítas","Profissionais de Saúde - Dentistas",3,3,2,2,2,2,2,2,2,2,2
"895","Jesuítas","Profissionais de Saúde - Farmacêuticos",1,2,4,2,2,1,1,1,NA,NA,NA
"896","Joaquim Távora","Profissionais de Saúde - Total",21,21,14,17,21,25,31,29,28,26,28
"897","Joaquim Távora","Profissionais de Saúde - Médicos",6,5,4,5,7,8,11,7,5,4,4
"898","Joaquim Távora","Profissionais de Saúde - Enfermeiros",6,7,5,7,8,10,10,10,10,10,12
"899","Joaquim Távora","Profissionais de Saúde - Dentistas",7,6,2,3,4,4,7,9,10,10,10
"900","Joaquim Távora","Profissionais de Saúde - Farmacêuticos",2,3,3,2,2,3,3,3,3,2,2
"901","Jundiaí do Sul","Profissionais de Saúde - Total",5,6,7,5,7,7,8,8,7,7,16
"902","Jundiaí do Sul","Profissionais de Saúde - Médicos",2,2,1,1,2,2,3,2,1,2,9
"903","Jundiaí do Sul","Profissionais de Saúde - Enfermeiros",1,2,3,3,3,3,3,3,3,2,4
"904","Jundiaí do Sul","Profissionais de Saúde - Dentistas",1,1,1,1,2,2,2,2,2,2,2
"905","Jundiaí do Sul","Profissionais de Saúde - Farmacêuticos",1,1,2,NA,NA,NA,NA,1,1,1,1
"906","Juranda","Profissionais de Saúde - Total",17,13,15,12,15,17,15,19,21,20,21
"907","Juranda","Profissionais de Saúde - Médicos",4,1,3,1,2,3,2,5,7,6,6
"908","Juranda","Profissionais de Saúde - Enfermeiros",5,4,3,4,6,6,6,7,8,7,8
"909","Juranda","Profissionais de Saúde - Dentistas",4,4,4,6,5,6,4,4,3,4,4
"910","Juranda","Profissionais de Saúde - Farmacêuticos",4,4,5,1,2,2,3,3,3,3,3
"911","Jussara","Profissionais de Saúde - Total",11,12,13,15,20,18,16,18,19,19,16
"912","Jussara","Profissionais de Saúde - Médicos",2,2,1,3,5,3,2,3,3,3,1
"913","Jussara","Profissionais de Saúde - Enfermeiros",4,4,5,5,7,8,7,7,9,9,8
"914","Jussara","Profissionais de Saúde - Dentistas",3,3,4,4,5,4,4,5,4,4,3
"915","Jussara","Profissionais de Saúde - Farmacêuticos",2,3,3,3,3,3,3,3,3,3,4
"916","Kaloré","Profissionais de Saúde - Total",10,9,12,11,12,12,11,10,11,12,13
"917","Kaloré","Profissionais de Saúde - Médicos",3,1,1,NA,2,2,1,NA,NA,NA,1
"918","Kaloré","Profissionais de Saúde - Enfermeiros",4,4,6,7,6,6,6,5,6,6,6
"919","Kaloré","Profissionais de Saúde - Dentistas",2,3,3,3,3,3,2,3,3,4,3
"920","Kaloré","Profissionais de Saúde - Farmacêuticos",1,1,2,1,1,1,2,2,2,2,3
"921","Lapa","Profissionais de Saúde - Total",91,114,118,105,119,111,113,114,113,118,118
"922","Lapa","Profissionais de Saúde - Médicos",36,44,44,42,44,41,47,50,47,49,47
"923","Lapa","Profissionais de Saúde - Enfermeiros",22,32,34,36,43,39,35,34,35,39,38
"924","Lapa","Profissionais de Saúde - Dentistas",16,15,19,20,23,22,23,23,23,21,23
"925","Lapa","Profissionais de Saúde - Farmacêuticos",17,23,21,7,9,9,8,7,8,9,9
"926","Laranjal","Profissionais de Saúde - Total",7,6,6,5,7,8,10,12,12,14,16
"927","Laranjal","Profissionais de Saúde - Médicos",2,1,1,1,3,3,3,3,3,3,4
"928","Laranjal","Profissionais de Saúde - Enfermeiros",2,2,2,2,2,3,4,6,6,8,8
"929","Laranjal","Profissionais de Saúde - Dentistas",2,2,2,1,1,1,2,2,2,2,3
"930","Laranjal","Profissionais de Saúde - Farmacêuticos",1,1,1,1,1,1,1,1,1,1,1
"931","Laranjeiras do Sul","Profissionais de Saúde - Total",78,75,83,82,88,92,103,117,113,123,125
"932","Laranjeiras do Sul","Profissionais de Saúde - Médicos",24,23,22,24,30,30,35,45,41,42,41
"933","Laranjeiras do Sul","Profissionais de Saúde - Enfermeiros",16,17,21,23,23,26,28,31,30,33,37
"934","Laranjeiras do Sul","Profissionais de Saúde - Dentistas",26,25,25,26,26,26,30,31,30,36,33
"935","Laranjeiras do Sul","Profissionais de Saúde - Farmacêuticos",12,10,15,9,9,10,10,10,12,12,14
"936","Leópolis","Profissionais de Saúde - Total",13,10,12,11,9,10,9,7,8,9,7
"937","Leópolis","Profissionais de Saúde - Médicos",2,1,1,1,NA,1,NA,NA,1,2,NA
"938","Leópolis","Profissionais de Saúde - Enfermeiros",5,5,5,4,4,4,4,3,3,3,3
"939","Leópolis","Profissionais de Saúde - Dentistas",4,3,4,4,4,4,4,3,3,3,3
"940","Leópolis","Profissionais de Saúde - Farmacêuticos",2,1,2,2,1,1,1,1,1,1,1
"941","Lidianópolis","Profissionais de Saúde - Total",8,8,8,7,7,7,8,9,8,8,11
"942","Lidianópolis","Profissionais de Saúde - Médicos",2,2,2,2,3,3,3,3,2,1,3
"943","Lidianópolis","Profissionais de Saúde - Enfermeiros",2,2,2,2,2,2,3,3,3,3,4
"944","Lidianópolis","Profissionais de Saúde - Dentistas",1,1,1,1,1,1,1,2,2,2,2
"945","Lidianópolis","Profissionais de Saúde - Farmacêuticos",3,3,3,2,1,1,1,1,1,2,2
"946","Lindoeste","Profissionais de Saúde - Total",7,8,9,8,10,7,10,8,10,11,10
"947","Lindoeste","Profissionais de Saúde - Médicos",2,4,3,3,4,2,2,1,2,2,2
"948","Lindoeste","Profissionais de Saúde - Enfermeiros",2,2,2,2,3,4,5,4,5,6,5
"949","Lindoeste","Profissionais de Saúde - Dentistas",NA,NA,2,2,2,NA,2,2,2,2,2
"950","Lindoeste","Profissionais de Saúde - Farmacêuticos",3,2,2,1,1,1,1,1,1,1,1
"951","Loanda","Profissionais de Saúde - Total",64,49,55,52,53,55,56,55,53,59,79
"952","Loanda","Profissionais de Saúde - Médicos",28,21,25,23,26,26,25,27,27,27,38
"953","Loanda","Profissionais de Saúde - Enfermeiros",13,9,10,12,9,10,12,10,8,12,20
"954","Loanda","Profissionais de Saúde - Dentistas",17,16,16,15,16,17,17,16,16,18,18
"955","Loanda","Profissionais de Saúde - Farmacêuticos",6,3,4,2,2,2,2,2,2,2,2
"956","Lobato","Profissionais de Saúde - Total",9,13,13,13,14,12,10,11,14,15,15
"957","Lobato","Profissionais de Saúde - Médicos",3,5,4,4,4,4,2,2,3,2,2
"958","Lobato","Profissionais de Saúde - Enfermeiros",2,5,6,6,6,6,6,7,8,7,7
"959","Lobato","Profissionais de Saúde - Dentistas",3,2,2,3,3,1,1,1,2,4,4
"960","Lobato","Profissionais de Saúde - Farmacêuticos",1,1,1,NA,1,1,1,1,1,2,2
"961","Londrina","Profissionais de Saúde - Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"962","Londrina","Profissionais de Saúde - Médicos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"963","Londrina","Profissionais de Saúde - Enfermeiros",697,628,684,809,NA,NA,NA,NA,NA,NA,NA
"964","Londrina","Profissionais de Saúde - Dentistas",480,486,502,518,551,559,574,587,611,613,613
"965","Londrina","Profissionais de Saúde - Farmacêuticos",143,148,151,46,67,66,74,77,79,97,149
"966","Luiziana","Profissionais de Saúde - Total",10,9,11,9,9,10,10,11,9,8,12
"967","Luiziana","Profissionais de Saúde - Médicos",1,1,1,1,2,2,2,2,2,3,2
"968","Luiziana","Profissionais de Saúde - Enfermeiros",3,3,4,4,3,4,4,5,4,2,4
"969","Luiziana","Profissionais de Saúde - Dentistas",4,3,4,4,4,4,4,4,3,3,5
"970","Luiziana","Profissionais de Saúde - Farmacêuticos",2,2,2,NA,NA,NA,NA,NA,NA,NA,1
"971","Lunardelli","Profissionais de Saúde - Total",12,12,13,7,12,11,12,12,12,11,12
"972","Lunardelli","Profissionais de Saúde - Médicos",3,2,3,2,3,2,3,2,2,1,3
"973","Lunardelli","Profissionais de Saúde - Enfermeiros",4,4,4,3,5,5,5,6,6,6,5
"974","Lunardelli","Profissionais de Saúde - Dentistas",3,3,3,2,3,3,3,3,3,3,3
"975","Lunardelli","Profissionais de Saúde - Farmacêuticos",2,3,3,NA,1,1,1,1,1,1,1
"976","Lupionópolis","Profissionais de Saúde - Total",7,8,9,8,10,10,10,11,9,12,13
"977","Lupionópolis","Profissionais de Saúde - Médicos",1,1,2,1,1,1,2,2,1,3,3
"978","Lupionópolis","Profissionais de Saúde - Enfermeiros",2,3,3,3,5,5,4,6,5,5,6
"979","Lupionópolis","Profissionais de Saúde - Dentistas",1,1,1,1,1,1,1,1,1,1,1
"980","Lupionópolis","Profissionais de Saúde - Farmacêuticos",3,3,3,3,3,3,3,2,2,3,3
"981","Mallet","Profissionais de Saúde - Total",25,24,27,25,26,23,29,27,26,30,35
"982","Mallet","Profissionais de Saúde - Médicos",5,3,3,6,8,6,8,6,4,7,8
"983","Mallet","Profissionais de Saúde - Enfermeiros",6,7,7,7,7,6,11,11,11,11,13
"984","Mallet","Profissionais de Saúde - Dentistas",8,9,11,12,11,11,10,9,11,12,12
"985","Mallet","Profissionais de Saúde - Farmacêuticos",6,5,6,NA,NA,NA,NA,1,NA,NA,2
"986","Mamborê","Profissionais de Saúde - Total",31,30,28,28,30,28,26,30,34,38,40
"987","Mamborê","Profissionais de Saúde - Médicos",4,5,3,4,4,5,4,8,7,8,5
"988","Mamborê","Profissionais de Saúde - Enfermeiros",10,10,9,10,11,9,9,9,11,11,15
"989","Mamborê","Profissionais de Saúde - Dentistas",12,10,11,11,13,13,12,12,15,16,16
"990","Mamborê","Profissionais de Saúde - Farmacêuticos",5,5,5,3,2,1,1,1,1,3,4
"991","Mandaguaçu","Profissionais de Saúde - Total",28,40,46,46,45,47,56,50,60,66,66
"992","Mandaguaçu","Profissionais de Saúde - Médicos",8,12,12,14,14,12,15,13,18,20,16
"993","Mandaguaçu","Profissionais de Saúde - Enfermeiros",6,12,14,13,13,17,19,17,22,22,28
"994","Mandaguaçu","Profissionais de Saúde - Dentistas",11,12,13,14,14,14,16,16,16,20,18
"995","Mandaguaçu","Profissionais de Saúde - Farmacêuticos",3,4,7,5,4,4,6,4,4,4,3
"996","Mandaguari","Profissionais de Saúde - Total",72,79,87,85,93,94,97,113,101,113,129
"997","Mandaguari","Profissionais de Saúde - Médicos",19,19,24,25,31,28,27,32,27,36,46
"998","Mandaguari","Profissionais de Saúde - Enfermeiros",22,25,24,26,28,28,31,39,34,35,42
"999","Mandaguari","Profissionais de Saúde - Dentistas",25,29,32,32,31,35,37,40,38,39,38
"1000","Mandaguari","Profissionais de Saúde - Farmacêuticos",6,6,7,2,3,3,2,2,2,3,3
"1001","Mandirituba","Profissionais de Saúde - Total",26,24,27,28,27,35,38,45,39,34,39
"1002","Mandirituba","Profissionais de Saúde - Médicos",9,7,7,9,11,14,15,20,17,11,14
"1003","Mandirituba","Profissionais de Saúde - Enfermeiros",9,9,10,12,10,14,13,14,11,12,13
"1004","Mandirituba","Profissionais de Saúde - Dentistas",5,5,7,6,5,5,6,7,7,7,7
"1005","Mandirituba","Profissionais de Saúde - Farmacêuticos",3,3,3,1,1,2,4,4,4,4,5
"1006","Manfrinópolis","Profissionais de Saúde - Total",6,5,3,1,2,NA,3,6,5,6,8
"1007","Manfrinópolis","Profissionais de Saúde - Médicos",NA,NA,NA,1,NA,NA,2,2,1,1,1
"1008","Manfrinópolis","Profissionais de Saúde - Enfermeiros",2,1,NA,NA,1,NA,1,2,1,2,4
"1009","Manfrinópolis","Profissionais de Saúde - Dentistas",3,3,2,NA,1,NA,NA,1,2,2,2
"1010","Manfrinópolis","Profissionais de Saúde - Farmacêuticos",1,1,1,NA,NA,NA,NA,1,1,1,1
"1011","Mangueirinha","Profissionais de Saúde - Total",26,24,27,22,29,24,33,40,48,54,59
"1012","Mangueirinha","Profissionais de Saúde - Médicos",8,5,7,5,10,7,10,12,13,16,14
"1013","Mangueirinha","Profissionais de Saúde - Enfermeiros",9,10,10,11,13,11,16,19,21,23,28
"1014","Mangueirinha","Profissionais de Saúde - Dentistas",4,4,5,4,4,4,4,6,10,11,12
"1015","Mangueirinha","Profissionais de Saúde - Farmacêuticos",5,5,5,2,2,2,3,3,4,4,4
"1016","Manoel Ribas","Profissionais de Saúde - Total",17,14,15,14,22,23,23,20,20,21,21
"1017","Manoel Ribas","Profissionais de Saúde - Médicos",3,2,2,2,7,7,6,5,5,7,6
"1018","Manoel Ribas","Profissionais de Saúde - Enfermeiros",6,5,6,6,8,8,8,7,9,8,9
"1019","Manoel Ribas","Profissionais de Saúde - Dentistas",5,4,4,4,4,5,6,6,5,5,5
"1020","Manoel Ribas","Profissionais de Saúde - Farmacêuticos",3,3,3,2,3,3,3,2,1,1,1
"1021","Marechal Cândido Rondon","Profissionais de Saúde - Total",126,126,132,143,149,142,153,163,175,197,199
"1022","Marechal Cândido Rondon","Profissionais de Saúde - Médicos",56,52,54,65,65,65,74,81,84,89,89
"1023","Marechal Cândido Rondon","Profissionais de Saúde - Enfermeiros",17,19,21,26,32,27,33,36,45,57,63
"1024","Marechal Cândido Rondon","Profissionais de Saúde - Dentistas",45,47,49,47,46,47,41,41,41,38,27
"1025","Marechal Cândido Rondon","Profissionais de Saúde - Farmacêuticos",8,8,8,5,6,3,5,5,5,13,16
"1026","Maria Helena","Profissionais de Saúde - Total",10,12,9,11,11,12,12,14,14,12,12
"1027","Maria Helena","Profissionais de Saúde - Médicos",2,3,1,3,3,4,3,5,3,1,1
"1028","Maria Helena","Profissionais de Saúde - Enfermeiros",3,4,4,5,4,3,4,4,6,6,6
"1029","Maria Helena","Profissionais de Saúde - Dentistas",3,3,2,2,3,4,4,4,4,4,4
"1030","Maria Helena","Profissionais de Saúde - Farmacêuticos",2,2,2,1,1,1,1,1,1,1,1
"1031","Marialva","Profissionais de Saúde - Total",73,78,76,59,67,70,71,78,81,83,88
"1032","Marialva","Profissionais de Saúde - Médicos",19,21,18,14,18,21,21,24,25,20,22
"1033","Marialva","Profissionais de Saúde - Enfermeiros",18,20,21,18,18,17,17,20,20,27,28
"1034","Marialva","Profissionais de Saúde - Dentistas",27,26,26,26,26,26,27,28,31,32,33
"1035","Marialva","Profissionais de Saúde - Farmacêuticos",9,11,11,1,5,6,6,6,5,4,5
"1036","Marilândia do Sul","Profissionais de Saúde - Total",12,11,10,8,13,11,10,13,15,14,19
"1037","Marilândia do Sul","Profissionais de Saúde - Médicos",4,3,2,1,5,4,4,5,6,4,5
"1038","Marilândia do Sul","Profissionais de Saúde - Enfermeiros",5,5,5,5,6,5,5,5,6,7,9
"1039","Marilândia do Sul","Profissionais de Saúde - Dentistas",1,1,1,1,1,1,NA,1,1,1,3
"1040","Marilândia do Sul","Profissionais de Saúde - Farmacêuticos",2,2,2,1,1,1,1,2,2,2,2
"1041","Marilena","Profissionais de Saúde - Total",9,10,12,15,16,20,20,19,17,18,18
"1042","Marilena","Profissionais de Saúde - Médicos",2,1,1,3,4,5,4,3,3,3,2
"1043","Marilena","Profissionais de Saúde - Enfermeiros",5,7,7,9,9,11,11,11,9,10,10
"1044","Marilena","Profissionais de Saúde - Dentistas",1,1,3,3,3,4,5,5,5,5,5
"1045","Marilena","Profissionais de Saúde - Farmacêuticos",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"1046","Mariluz","Profissionais de Saúde - Total",16,15,17,16,20,23,23,28,23,24,28
"1047","Mariluz","Profissionais de Saúde - Médicos",3,2,4,3,4,8,6,8,5,3,8
"1048","Mariluz","Profissionais de Saúde - Enfermeiros",5,5,6,6,8,7,8,10,10,11,11
"1049","Mariluz","Profissionais de Saúde - Dentistas",6,6,5,6,7,5,6,7,6,8,7
"1050","Mariluz","Profissionais de Saúde - Farmacêuticos",2,2,2,1,1,3,3,3,2,2,2
"1051","Maringá","Profissionais de Saúde - Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1052","Maringá","Profissionais de Saúde - Médicos",949,943,990,NA,NA,NA,NA,NA,NA,NA,NA
"1053","Maringá","Profissionais de Saúde - Enfermeiros",334,422,519,680,814,939,987,978,NA,NA,NA
"1054","Maringá","Profissionais de Saúde - Dentistas",352,384,400,407,418,428,444,465,478,522,541
"1055","Maringá","Profissionais de Saúde - Farmacêuticos",173,177,196,93,103,117,121,121,143,162,184
"1056","Mariópolis","Profissionais de Saúde - Total",10,12,12,17,18,18,20,20,17,22,18
"1057","Mariópolis","Profissionais de Saúde - Médicos",3,4,4,5,6,6,5,6,3,6,5
"1058","Mariópolis","Profissionais de Saúde - Enfermeiros",3,3,3,6,6,7,10,9,8,10,8
"1059","Mariópolis","Profissionais de Saúde - Dentistas",4,4,4,5,5,4,4,4,4,4,3
"1060","Mariópolis","Profissionais de Saúde - Farmacêuticos",NA,1,1,1,1,1,1,1,2,2,2
"1061","Maripá","Profissionais de Saúde - Total",14,13,13,14,13,10,16,18,16,15,13
"1062","Maripá","Profissionais de Saúde - Médicos",3,3,2,3,4,1,3,3,5,4,1
"1063","Maripá","Profissionais de Saúde - Enfermeiros",5,5,6,7,5,5,9,11,8,8,9
"1064","Maripá","Profissionais de Saúde - Dentistas",2,2,2,2,2,2,2,2,2,2,2
"1065","Maripá","Profissionais de Saúde - Farmacêuticos",4,3,3,2,2,2,2,2,1,1,1
"1066","Marmeleiro","Profissionais de Saúde - Total",17,16,21,20,29,30,28,28,33,35,38
"1067","Marmeleiro","Profissionais de Saúde - Médicos",3,5,8,7,9,9,7,6,7,10,11
"1068","Marmeleiro","Profissionais de Saúde - Enfermeiros",5,6,7,6,13,14,13,14,16,14,16
"1069","Marmeleiro","Profissionais de Saúde - Dentistas",5,4,5,5,5,5,6,5,5,5,6
"1070","Marmeleiro","Profissionais de Saúde - Farmacêuticos",4,1,1,2,2,2,2,3,5,6,5
"1071","Marquinho","Profissionais de Saúde - Total",6,6,7,6,6,6,7,8,8,8,10
"1072","Marquinho","Profissionais de Saúde - Médicos",NA,NA,NA,1,1,1,1,1,1,1,2
"1073","Marquinho","Profissionais de Saúde - Enfermeiros",3,3,4,3,2,3,3,3,3,3,3
"1074","Marquinho","Profissionais de Saúde - Dentistas",2,2,2,2,2,2,2,2,2,2,3
"1075","Marquinho","Profissionais de Saúde - Farmacêuticos",1,1,1,NA,1,NA,1,2,2,2,2
"1076","Marumbi","Profissionais de Saúde - Total",8,8,10,10,9,12,11,11,11,12,11
"1077","Marumbi","Profissionais de Saúde - Médicos",2,2,2,2,1,3,1,1,1,2,1
"1078","Marumbi","Profissionais de Saúde - Enfermeiros",2,2,4,4,4,4,4,4,4,4,4
"1079","Marumbi","Profissionais de Saúde - Dentistas",2,2,2,3,3,3,4,4,4,4,4
"1080","Marumbi","Profissionais de Saúde - Farmacêuticos",2,2,2,1,1,2,2,2,2,2,2
"1081","Matelândia","Profissionais de Saúde - Total",57,45,44,49,44,51,59,62,56,52,55
"1082","Matelândia","Profissionais de Saúde - Médicos",27,16,14,17,15,21,29,30,27,26,25
"1083","Matelândia","Profissionais de Saúde - Enfermeiros",9,10,10,15,11,11,10,11,12,12,14
"1084","Matelândia","Profissionais de Saúde - Dentistas",13,14,14,14,15,16,17,18,14,11,13
"1085","Matelândia","Profissionais de Saúde - Farmacêuticos",8,5,6,3,3,3,3,3,3,3,3
"1086","Matinhos","Profissionais de Saúde - Total",50,47,52,52,51,59,70,67,63,72,87
"1087","Matinhos","Profissionais de Saúde - Médicos",26,17,21,20,18,25,32,32,30,29,38
"1088","Matinhos","Profissionais de Saúde - Enfermeiros",12,16,16,20,21,21,23,22,20,29,34
"1089","Matinhos","Profissionais de Saúde - Dentistas",6,8,9,11,11,11,13,10,10,12,14
"1090","Matinhos","Profissionais de Saúde - Farmacêuticos",6,6,6,1,1,2,2,3,3,2,1
"1091","Mato Rico","Profissionais de Saúde - Total",4,8,7,8,8,9,11,10,10,8,8
"1092","Mato Rico","Profissionais de Saúde - Médicos",NA,1,NA,1,NA,1,2,1,1,NA,NA
"1093","Mato Rico","Profissionais de Saúde - Enfermeiros",2,5,5,3,3,4,5,5,5,5,5
"1094","Mato Rico","Profissionais de Saúde - Dentistas",1,1,1,2,2,2,2,2,2,2,2
"1095","Mato Rico","Profissionais de Saúde - Farmacêuticos",1,1,1,2,3,2,2,2,2,1,1
"1096","Mauá da Serra","Profissionais de Saúde - Total",12,14,14,15,15,18,15,13,14,18,20
"1097","Mauá da Serra","Profissionais de Saúde - Médicos",2,4,3,5,7,7,5,3,4,4,6
"1098","Mauá da Serra","Profissionais de Saúde - Enfermeiros",4,4,5,6,4,7,7,7,7,7,8
"1099","Mauá da Serra","Profissionais de Saúde - Dentistas",4,4,4,3,3,3,2,2,2,5,4
"1100","Mauá da Serra","Profissionais de Saúde - Farmacêuticos",2,2,2,1,1,1,1,1,1,2,2
"1101","Medianeira","Profissionais de Saúde - Total",98,103,123,137,144,150,153,162,177,172,171
"1102","Medianeira","Profissionais de Saúde - Médicos",46,53,61,69,75,74,75,75,81,71,68
"1103","Medianeira","Profissionais de Saúde - Enfermeiros",20,23,30,36,37,42,44,51,57,59,56
