"","Localidade","Variável","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"1617","Santa Fé","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",955487.18,954503.8,1019476.49,1146147.02,1163787.47,1132146.71,1444087.94,1286249.48,1384356.87,1588948.6,1250787.72
"1618","Santa Fé","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",4975,4084,4379,4087,4517,4127,4151,3321,3649,4637,3454
"1619","Santa Fé","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",27,24,30,33,30,28,36,32,38,34,44
"1620","Santa Fé","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",2.4,2.21,2.74,3.57,3.34,2.88,4.65,4.49,4.8,3.78,6.21
"1621","Santa Helena","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",1941,1570,1730,1695,1773,1681,1731,1768,1729,1834,1752
"1622","Santa Helena","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",2015872.08,1621087.03,1725215.86,1996399.66,2185038.15,1996896.62,2115808.75,2422168.86,2790675.48,3102971.46,2820858.18
"1623","Santa Helena","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",7505,6988,6034,7454,7521,6025,5583,6378,6254,7365,6881
"1624","Santa Helena","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",48,25,38,49,42,36,39,50,58,56,71
"1625","Santa Helena","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",2.47,1.59,2.2,2.89,2.37,2.14,2.25,2.83,3.35,3.05,4.05
"1626","Santa Inês","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",216,195,171,160,182,164,162,178,185,164,151
"1627","Santa Inês","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",130829.66,158960.66,154491.65,112301.98,191458.34,219508.75,196625.54,191089.28,150327.74,171148.6,194336.7
"1628","Santa Inês","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",844,823,785,751,759,728,519,682,622,598,672
"1629","Santa Inês","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",6,4,3,4,7,6,7,4,8,5,6
"1630","Santa Inês","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",2.78,2.05,1.75,2.5,3.85,3.66,4.32,2.25,4.32,3.05,3.97
"1631","Santa Isabel do Ivaí","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",830,804,746,708,830,825,787,903,919,545,581
"1632","Santa Isabel do Ivaí","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",724647.44,868715.91,785880.76,884252.75,876678.89,1015828.39,962345.2,1347240.11,1292382.74,892451.13,796455.85
"1633","Santa Isabel do Ivaí","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",4422,4000,3919,3923,4051,4297,3591,5039,4384,2707,2762
"1634","Santa Isabel do Ivaí","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",26,30,47,23,28,35,28,35,24,17,25
"1635","Santa Isabel do Ivaí","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",3.13,3.73,6.3,3.25,3.37,4.24,3.56,3.88,2.61,3.12,4.3
"1636","Santa Izabel do Oeste","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",1129,1032,983,1046,954,1118,1267,1055,1036,935,819
"1637","Santa Izabel do Oeste","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",1049080.94,1052630.07,948903.4,1310072.37,1176300.89,1449031.67,1480479.14,1481016.9,1297977.54,1247890.72,1370213.74
"1638","Santa Izabel do Oeste","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",4148,4194,4352,4625,3590,4652,4387,3756,3857,3719,3380
"1639","Santa Izabel do Oeste","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",33,41,25,47,41,49,46,38,35,26,48
"1640","Santa Izabel do Oeste","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",2.92,3.97,2.54,4.49,4.3,4.38,3.63,3.6,3.38,2.78,5.86
"1641","Santa Lúcia","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",425,340,238,223,273,252,283,311,313,306,278
"1642","Santa Lúcia","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",349379.62,354285.75,223442.2,356277.73,432965.91,317114.31,346135.12,383213.33,522748.53,459378.85,465678.7
"1643","Santa Lúcia","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",1902,1628,901,1067,1088,871,1036,1239,1274,1278,1181
"1644","Santa Lúcia","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",17,14,4,14,11,7,16,14,18,17,16
"1645","Santa Lúcia","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",4,4.12,1.68,6.28,4.03,2.78,5.65,4.5,5.75,5.56,5.76
"1646","Santa Maria do Oeste","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",1530,1032,1272,1043,935,821,859,915,918,732,591
"1647","Santa Maria do Oeste","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",1104697.26,971925.57,1062232.77,919125.32,1201207.02,958405.4,1033900.41,1118146.54,1053332.76,1181468.85,1043141.77
"1648","Santa Maria do Oeste","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",6831,5540,5780,5030,5648,4416,4868,4428,4369,3837,3297
"1649","Santa Maria do Oeste","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",13,20,16,12,19,18,22,20,26,31,29
"1650","Santa Maria do Oeste","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",0.85,1.94,1.26,1.15,2.03,2.19,2.56,2.19,2.83,4.23,4.91
"1651","Santa Mariana","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",703,761,782,423,1110,1240,1626,1897,2077,2165,2113
"1652","Santa Mariana","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",1074826.85,1325926.07,1187521.25,997491.75,1824191.81,1983332.86,2274597.5,2620675.42,2914296.9,2836552.95,2742423.54
"1653","Santa Mariana","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",7015,8672,8937,6769,10779,11011,9980,9760,9195,8978,7898
"1654","Santa Mariana","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",54,59,50,27,61,47,40,61,59,57,66
"1655","Santa Mariana","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",7.68,7.75,6.39,6.38,5.5,3.79,2.46,3.22,2.84,2.63,3.12
"1656","Santa Mônica","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",250,298,309,317,309,323,309,327,362,384,232
"1657","Santa Mônica","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",184931.59,259812.76,330144.96,280027.74,354702.9,410740.4,436951.73,383113.52,458444.3,578177.72,426329.13
"1658","Santa Mônica","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",1092,1373,1433,1429,1417,1723,1511,1709,1705,1580,974
"1659","Santa Mônica","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",4,9,9,7,4,5,12,14,6,8,8
"1660","Santa Mônica","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",1.6,3.02,2.91,2.21,1.29,1.55,3.88,4.28,1.66,2.08,3.45
"1661","Santa Tereza do Oeste","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",637,661,779,568,648,628,708,704,764,823,817
"1662","Santa Tereza do Oeste","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",780067.22,790379.92,978005.99,914081.64,1249891.49,1010438.79,1152354.9,1251474.98,1279995.38,1375391.48,1644478.25
"1663","Santa Tereza do Oeste","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",3786,3659,3663,2441,3325,3042,3432,2698,2614,2845,3123
"1664","Santa Tereza do Oeste","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",42,17,30,22,30,23,26,22,25,26,36
"1665","Santa Tereza do Oeste","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",6.59,2.57,3.85,3.87,4.63,3.66,3.67,3.13,3.27,3.16,4.41
"1666","Santa Terezinha de Itaipu","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",1198,1145,1335,1238,1187,1015,1240,1272,1265,1313,1138
"1667","Santa Terezinha de Itaipu","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",1454901.63,1331673.33,1545104.56,1533620.29,1724122.9,1816480.9,2077727.57,2227489.77,2491044.12,2606134.53,2209539.73
"1668","Santa Terezinha de Itaipu","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",7068,6346,6529,5862,5726,5527,6338,5901,7580,7958,6528
"1669","Santa Terezinha de Itaipu","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",44,41,47,51,54,56,50,58,58,64,66
"1670","Santa Terezinha de Itaipu","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",3.67,3.58,3.52,4.12,4.55,5.52,4.03,4.56,4.58,4.87,5.8
"1671","Santana do Itararé","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",314,370,361,390,328,435,443,463,514,494,432
"1672","Santana do Itararé","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",311998.12,448621.58,396809.16,590804.1,512444.07,478044.31,494339.86,651146.86,695306.16,674494.55,594453.39
"1673","Santana do Itararé","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",1404,1600,1694,1932,1388,1938,2205,2150,2103,2187,1797
"1674","Santana do Itararé","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",13,20,16,16,13,10,16,11,15,16,29
"1675","Santana do Itararé","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",4.14,5.41,4.43,4.1,3.96,2.3,3.61,2.38,2.92,3.24,6.71
"1676","Santo Antônio da Platina","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",4581,3231,3471,3724,3377,3501,3738,3847,3899,3492,3015
"1677","Santo Antônio da Platina","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",3503142.99,2926480.19,3118366.26,3274692.13,3376538,4339759.78,4056677.81,4628609,5193840.64,4564010.7,4082805.79
"1678","Santo Antônio da Platina","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",20738,16020,15785,16004,15546,16800,18093,18899,18898,16819,13741
"1679","Santo Antônio da Platina","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",143,122,100,142,132,134,149,156,161,124,167
"1680","Santo Antônio da Platina","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",3.12,3.78,2.88,3.81,3.91,3.83,3.99,4.06,4.13,3.55,5.54
"1681","Santo Antônio do Caiuá","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",161,223,235,254,325,259,270,224,235,233,156
"1682","Santo Antônio do Caiuá","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",203130.02,247132.95,222253.51,247924.13,359691.52,303213.75,290439.27,366246.27,315734.76,326226.48,264894.13
"1683","Santo Antônio do Caiuá","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",1021,1507,1420,997,1395,1286,1281,1167,1025,1062,785
"1684","Santo Antônio do Caiuá","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",9,11,12,13,8,13,18,7,7,7,9
"1685","Santo Antônio do Caiuá","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",5.59,4.93,5.11,5.12,2.46,5.02,6.67,3.13,2.98,3,5.77
"1686","Santo Antônio do Paraíso","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",96,110,119,100,115,88,117,162,156,160,147
"1687","Santo Antônio do Paraíso","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",102552.75,159727.86,143106.02,83616.48,162133.74,135056.05,158426.34,173117.64,286381.79,344249.64,315890.84
"1688","Santo Antônio do Paraíso","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",471,519,593,445,525,393,533,627,758,725,695
"1689","Santo Antônio do Paraíso","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",4,7,7,4,9,8,7,8,7,9,11
"1690","Santo Antônio do Paraíso","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",4.17,6.36,5.88,4,7.83,9.09,5.98,4.94,4.49,5.63,7.48
"1691","Santo Antônio do Sudoeste","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",1656,1669,1826,1802,1763,1852,1750,1898,1859,1904,1550
"1692","Santo Antônio do Sudoeste","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",1151984.41,1286846.46,1506088.89,1765973.92,1809178.24,2073798.66,1981869.38,2458117.76,1924865.63,2320109.85,1936629.44
"1693","Santo Antônio do Sudoeste","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",5777,6484,6786,6431,7004,6934,6088,7088,6754,7364,5966
"1694","Santo Antônio do Sudoeste","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",31,36,39,40,29,28,39,40,40,32,44
"1695","Santo Antônio do Sudoeste","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",1.87,2.16,2.14,2.22,1.64,1.51,2.23,2.11,2.15,1.68,2.84
"1696","Santo Inácio","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",698,599,411,362,369,359,435,466,525,583,478
"1697","Santo Inácio","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",490522.1,609703.89,436201.23,453166.23,568028.51,566219.07,717827.28,525574.25,731325.11,721181.03,625844.84
"1698","Santo Inácio","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",2277,2478,1724,1467,1457,1340,1727,1754,2069,2191,1865
"1699","Santo Inácio","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",14,11,10,12,12,14,18,20,22,20,17
"1700","Santo Inácio","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",2.01,1.84,2.43,3.31,3.25,3.9,4.14,4.29,4.19,3.43,3.56
"1701","São Carlos do Ivaí","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",505,596,540,484,549,692,708,673,655,676,532
"1702","São Carlos do Ivaí","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",419266.68,664135.2,515271.43,636167.5,760517.2,705293.62,906879.06,833012.51,807915.87,905965.52,639942.61
"1703","São Carlos do Ivaí","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",2597,3211,2833,2824,2655,3097,2993,3061,2973,2855,2525
"1704","São Carlos do Ivaí","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",21,19,10,14,16,22,21,32,29,28,26
"1705","São Carlos do Ivaí","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",4.16,3.19,1.85,2.89,2.91,3.18,2.97,4.75,4.43,4.14,4.89
"1706","São Jerônimo da Serra","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",776,804,795,733,749,464,467,666,682,726,573
"1707","São Jerônimo da Serra","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",742501.43,723588.33,809873.71,779441.1,844388.94,647745.34,903181.28,912625.45,1148857.19,1089807.48,1052418.67
"1708","São Jerônimo da Serra","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",4415,4514,3993,3929,3562,2771,2653,3266,3562,3566,2761
"1709","São Jerônimo da Serra","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",21,30,22,22,28,32,38,33,27,38,35
"1710","São Jerônimo da Serra","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",2.71,3.73,2.77,3,3.74,6.9,8.14,4.95,3.96,5.23,6.11
"1711","São João","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",1113,1033,990,957,933,835,656,746,753,705,570
"1712","São João","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",878722.82,1177699.59,947916.3,1158614.06,1011990.1,1192170.44,985449.81,1166857.71,1164277.05,946506.25,764885.48
"1713","São João","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",4742,5123,3449,3557,3014,2830,2255,2566,2464,2250,1710
"1714","São João","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",29,30,27,18,23,38,30,36,28,31,28
"1715","São João","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",2.61,2.9,2.73,1.88,2.47,4.55,4.57,4.83,3.72,4.4,4.91
"1716","São João do Caiuá","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",325,386,409,403,383,379,463,395,442,491,428
"1717","São João do Caiuá","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",310003.34,533562.08,548363.53,666437.56,488192.43,540131.64,806055.09,580969.37,754199.04,844493.8,618712.62
"1718","São João do Caiuá","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",2187,2256,2391,2621,2283,2738,3052,2227,2106,2586,2033
"1719","São João do Caiuá","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",12,12,12,24,12,21,23,17,18,21,26
"1720","São João do Caiuá","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",3.69,3.11,2.93,5.96,3.13,5.54,4.97,4.3,4.07,4.28,6.07
"1721","São João do Ivaí","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",1174,919,908,948,1171,1048,1019,1092,1093,1035,978
"1722","São João do Ivaí","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",1301418.84,1233002.01,1138326.13,1320602.39,1539785.86,1472064.24,1248537.28,1683510.32,1717080.86,1745534.77,1412333.18
"1723","São João do Ivaí","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",6942,5504,5359,5467,6157,6058,5063,6026,6000,5062,4955
"1724","São João do Ivaí","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",46,42,53,34,50,62,53,47,53,59,68
"1725","São João do Ivaí","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",3.92,4.57,5.84,3.59,4.27,5.92,5.2,4.3,4.85,5.7,6.95
"1726","São João do Triunfo","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",1068,981,959,1032,1112,1069,1211,1146,1132,1095,720
"1727","São João do Triunfo","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",1052656.59,916696.2,1128542.51,1169990.41,1362346.86,1410134.96,1267682.84,1639974.66,1749592.36,1624968.17,1034927.72
"1728","São João do Triunfo","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",5324,4140,3663,4609,4465,4310,3959,4458,3997,3888,2862
"1729","São João do Triunfo","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",27,34,31,20,36,33,45,36,39,25,24
"1730","São João do Triunfo","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",2.53,3.47,3.23,1.94,3.24,3.09,3.72,3.14,3.45,2.28,3.33
"1731","São Jorge do Ivaí","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",550,464,432,431,436,442,435,471,255,303,218
"1732","São Jorge do Ivaí","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",383132.18,298813.22,429809.18,358537.23,419117.68,432071.91,494443.8,821006.79,463695.05,554131.73,530458.03
"1733","São Jorge do Ivaí","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",2207,1649,1642,1762,1286,1412,1356,1505,1145,1126,1087
"1734","São Jorge do Ivaí","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",13,8,11,9,12,15,12,18,10,14,14
"1735","São Jorge do Ivaí","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",2.36,1.72,2.55,2.09,2.75,3.39,2.76,3.82,3.92,4.62,6.42
"1736","São Jorge do Patrocínio","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",453,529,574,623,619,598,568,712,743,692,540
"1737","São Jorge do Patrocínio","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",433749.69,478317.78,591900.2,665196.29,837484.79,790163.6,583242.54,830770.23,865045.8,947698.51,843489.23
"1738","São Jorge do Patrocínio","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",1742,1920,2222,2294,2763,2234,1921,2619,2686,2988,2663
"1739","São Jorge do Patrocínio","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",18,17,20,22,27,21,19,24,22,20,24
"1740","São Jorge do Patrocínio","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",3.97,3.21,3.48,3.53,4.36,3.51,3.35,3.37,2.96,2.89,4.44
"1741","São Jorge d'Oeste","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",877,809,819,864,804,1028,1018,965,1053,995,964
"1742","São Jorge d'Oeste","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",828250.2,805760.22,745694.18,853060.84,768872.01,1144505.34,1408333.17,1274448.98,1166992.47,1334631.07,1068581.55
"1743","São Jorge d'Oeste","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",3215,3948,2972,2912,2802,3359,3965,3804,3996,3702,3635
"1744","São Jorge d'Oeste","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",24,22,20,28,21,25,25,24,29,26,27
"1745","São Jorge d'Oeste","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",2.74,2.72,2.44,3.24,2.61,2.43,2.46,2.49,2.75,2.61,2.8
"1746","São José da Boa Vista","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",475,488,357,363,448,392,512,661,653,579,383
"1747","São José da Boa Vista","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",368124.74,487615.16,395187.54,504482.32,478258.06,372003.4,511369.04,869070.34,807022.64,620382.54,580845.29
"1748","São José da Boa Vista","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",2375,2601,1854,1657,1701,1877,2214,2657,2276,1836,1741
"1749","São José da Boa Vista","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",16,10,9,8,9,11,6,18,21,9,14
"1750","São José da Boa Vista","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",3.37,2.05,2.52,2.2,2.01,2.81,1.17,2.72,3.22,1.55,3.66
"1751","São José das Palmeiras","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",547,444,428,488,588,450,441,446,509,446,298
"1752","São José das Palmeiras","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",509616.28,432005.87,398175.02,448698.09,517760.51,443687.94,380092.36,500041.24,580543.71,507501.85,456763.97
"1753","São José das Palmeiras","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",2857,2221,1761,2262,2733,2542,1993,2131,2577,2069,1082
"1754","São José das Palmeiras","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",26,11,17,10,16,12,13,11,6,8,8
"1755","São José das Palmeiras","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",4.75,2.48,3.97,2.05,2.72,2.67,2.95,2.47,1.18,1.79,2.68
"1756","São José dos Pinhais","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",15588,16416,15760,16928,17159,20200,19118,18884,19804,21574,18859
"1757","São José dos Pinhais","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",20881896.83,22787065.93,22995156.48,29218270.45,30924050.58,36109695.02,38752383.69,37115834.04,42489978.98,44555177.28,45450437.23
"1758","São José dos Pinhais","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",84554,86701,83019,85831,88672,95399,91201,87209,90631,93846,88312
"1759","São José dos Pinhais","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",555,552,496,491,520,695,628,599,651,664,874
"1760","São José dos Pinhais","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",3.56,3.36,3.15,2.9,3.03,3.44,3.28,3.17,3.29,3.08,4.63
"1761","São Manoel do Paraná","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",223,192,207,191,156,180,228,213,219,160,130
"1762","São Manoel do Paraná","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",156099.49,132648.19,123161.19,212655.33,121137.51,235706.87,313849.31,246432.21,321243.96,187875.61,129053.74
"1763","São Manoel do Paraná","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",580,524,560,658,348,594,822,570,658,540,320
"1764","São Manoel do Paraná","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",5,8,6,6,2,9,10,11,8,5,6
"1765","São Manoel do Paraná","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",2.24,4.17,2.9,3.14,1.28,5,4.39,5.16,3.65,3.13,4.62
"1766","São Mateus do Sul","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",3000,3087,3294,3037,3035,3239,3183,3230,3187,3182,2672
"1767","São Mateus do Sul","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",2540418.46,2896002.13,2953057.69,3220130.45,3915722.58,4230857,4867350.98,4843418.16,4350492.85,4146315.73,3286656.87
"1768","São Mateus do Sul","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",10044,11842,12438,11398,11323,13598,12097,13611,11298,11485,10034
"1769","São Mateus do Sul","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",87,90,87,91,89,114,96,118,106,114,113
"1770","São Mateus do Sul","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",2.9,2.92,2.64,3,2.93,3.52,3.02,3.65,3.33,3.58,4.23
