"","Localidade","Variável","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019","X2020"
"1706","Pranchita","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",NA,NA,NA,NA,"230.650,32","189.456,14","276.611,49","205.354,07","201.555,13","218.433,77","235.905,17","401.134,24","331.144,02","340.676,40","428.846,31","556.127,77","579.291,28","543.497,47","490.642,39","716.793,81","644.131,43","687.298,93","717.806,79","859.461,54","774.756,45","775.251,01","645.287,77"
"1707","Pranchita","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",NA,NA,NA,NA,"2,36","1,95","2,65","1,96","3,16","3,75","4,54","2,36","2,2","1,13","0,89","1,73","2,36","2,19","1,58","4,02","2,29","2,12","3,32","2,41","1,21","1,78","4,15"
"1708","Pranchita","Leitos Hospitalares - Existente - Total ",NA,NA,NA,NA,"","","","","","","","76","76","76","76","72","72","72","72","72","72","72","48","49","49","48","48"
"1709","Pranchita","Leitos Hospitalares - SUS - Total ",NA,NA,NA,NA,"","","","","","","","64","64","64","73","63","63","63","63","64","64","64","40","40","40","43","39"
"1710","Pranchita","Leitos Hospitalares - Não SUS - Total ",NA,NA,NA,NA,"","","","","","","","12","12","12","3","9","9","9","9","8","8","8","8","9","9","5","9"
"1711","Presidente Castelo Branco","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações ",NA,NA,NA,NA,"307","413","353","399","357","362","357","404","409","402","396","389","407","414","407","445","435","298","282","296","309","292","233"
"1712","Presidente Castelo Branco","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",NA,NA,NA,NA,"97.823,41","144.384,72","128.638,78","171.266,81","151.783,52","196.176,05","225.826,19","211.605,19","242.913,77","293.350,83","239.034,24","320.949,75","347.371,93","462.137,18","428.874,40","449.169,96","448.021,03","376.680,71","363.188,96","455.717,17","614.570,66","505.696,94","538.174,57"
"1713","Presidente Castelo Branco","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",NA,NA,NA,NA,"3,58","1,94","1,98","2,26","1,96","2,21","1,96","1,98","1,22","2,99","3,54","2,57","3,69","2,9","1,97","4,27","2,76","5,37","4,96","2,36","2,91","3,42","9,44"
"1714","Presidente Castelo Branco","Leitos Hospitalares - Existente - Total ",NA,NA,NA,NA,"","","","","","","","22","22","22","22","18","18","18","18","18","18","18","18","18","18","18","0"
"1715","Presidente Castelo Branco","Leitos Hospitalares - SUS - Total ",NA,NA,NA,NA,"","","","","","","","22","22","22","22","18","18","18","18","18","18","18","18","18","18","18","0"
"1716","Presidente Castelo Branco","Leitos Hospitalares - Não SUS - Total ",NA,NA,NA,NA,"","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1717","Primeiro de Maio","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações ",NA,NA,NA,NA,"903","940","975","819","827","847","814","837","806","683","676","496","555","704","670","640","628","708","741","754","781","763","719"
"1718","Primeiro de Maio","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",NA,NA,NA,NA,"249.207,13","323.466,81","412.075,88","411.063,82","453.602,10","462.738,58","413.888,76","513.845,37","580.007,27","640.172,60","644.989,54","589.496,65","897.556,44","850.615,76","664.063,80","905.976,13","897.765,79","954.506,55","1.299.987,23","1.333.246,48","1.588.617,17","1.457.094,39","1.547.288,41"
"1719","Primeiro de Maio","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",NA,NA,NA,NA,"4,1","3,09","4,1","2,69","3,99","2,72","3,93","5,38","4,34","5,56","5,47","4,64","5,95","6,53","5,82","5,31","8,12","5,37","8,1","4,91","6,15","6,29","5,98"
"1720","Primeiro de Maio","Leitos Hospitalares - Existente - Total ",NA,NA,NA,NA,"","","","","","","","30","30","30","30","24","24","24","24","24","24","24","24","24","19","0","0"
"1721","Primeiro de Maio","Leitos Hospitalares - SUS - Total ",NA,NA,NA,NA,"","","","","","","","30","30","30","30","24","24","24","24","24","24","24","24","24","19","0","0"
"1722","Primeiro de Maio","Leitos Hospitalares - Não SUS - Total ",NA,NA,NA,NA,"","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1723","Prudentópolis","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações ",NA,NA,NA,NA,"3.877","4.028","3.758","3.743","3.717","3.696","3.369","3.608","3.611","3.626","3.977","4.192","4.604","4.597","4.450","4.381","4.574","4.929","5.267","5.465","5.581","5.999","5.336"
"1724","Prudentópolis","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",NA,NA,NA,NA,"1.060.825,33","1.280.343,00","1.422.887,07","1.407.334,45","1.460.658,34","1.734.755,45","1.816.712,14","2.013.768,28","1.946.551,89","2.170.072,67","2.681.727,57","2.942.004,77","3.143.225,93","3.439.110,24","3.361.622,26","3.019.290,14","3.439.867,73","3.722.842,86","4.321.329,20","4.815.513,17","4.765.140,69","5.131.649,99","4.747.245,17"
"1725","Prudentópolis","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",NA,NA,NA,NA,"2,42","2,18","2,32","2,06","2,56","2,33","2,37","2,08","2,55","2,87","2,16","2,39","1,65","2,35","2,79","2,28","2,27","2,45","2,73","3,24","2,81","2,93","3,11"
"1726","Prudentópolis","Leitos Hospitalares - Existente - Total ",NA,NA,NA,NA,"","","","","","","","135","135","135","135","135","135","130","130","131","125","125","123","123","127","127","127"
"1727","Prudentópolis","Leitos Hospitalares - SUS - Total ",NA,NA,NA,NA,"","","","","","","","110","110","110","110","110","110","106","106","111","107","107","105","105","113","113","117"
"1728","Prudentópolis","Leitos Hospitalares - Não SUS - Total ",NA,NA,NA,NA,"","","","","","","","25","25","25","25","25","25","24","24","20","18","18","18","18","14","14","10"
"1729","Quarto Centenário","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações ",NA,NA,NA,NA,"44","145","465","507","475","425","413","509","482","518","516","459","539","487","475","449","436","447","438","406","433","469","303"
"1730","Quarto Centenário","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",NA,NA,NA,NA,"14.451,38","67.895,50","175.198,95","202.003,77","176.252,29","186.827,52","183.323,27","276.134,23","247.855,88","241.438,31","314.401,75","250.676,86","387.524,41","402.671,38","405.850,77","452.124,12","442.931,29","552.569,83","579.304,61","515.569,14","465.281,63","517.885,35","414.099,38"
"1731","Quarto Centenário","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",NA,NA,NA,NA,"4,55","2,76","1,72","2,56","1,47","1,65","1,45","1,77","2,49","0,97","2,71","2,4","2,6","2,46","3,79","4,45","3,44","5,37","4,11","3,94","3,7","4,05","4,29"
"1732","Quarto Centenário","Leitos Hospitalares - Existente - Total ",NA,NA,NA,NA,"","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1733","Quarto Centenário","Leitos Hospitalares - SUS - Total ",NA,NA,NA,NA,"","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1734","Quarto Centenário","Leitos Hospitalares - Não SUS - Total ",NA,NA,NA,NA,"","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1735","Quatiguá","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações ",NA,NA,NA,NA,"519","569","468","547","560","602","575","763","719","801","915","1.044","1.133","757","732","668","714","750","666","682","554","834","422"
"1736","Quatiguá","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",NA,NA,NA,NA,"143.422,34","192.319,15","157.980,61","270.400,84","371.164,23","373.879,86","325.089,81","424.626,86","422.593,37","516.748,28","569.803,22","654.202,43","879.272,63","708.664,93","711.826,00","571.040,56","733.974,49","803.342,04","829.060,04","948.047,30","1.172.083,19","1.365.542,58","738.398,21"
"1737","Quatiguá","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",NA,NA,NA,NA,"1,54","1,05","0,85","2,01","2,14","1,66","1,74","2,23","1,95","2,75","2,3","1,25","1,32","2,51","2,32","1,35","2,66","2,53","3,6","3,52","5,23","3,36","6,87"
"1738","Quatiguá","Leitos Hospitalares - Existente - Total ",NA,NA,NA,NA,"","","","","","","","26","26","26","26","28","28","28","28","28","28","28","28","28","28","28","28"
"1739","Quatiguá","Leitos Hospitalares - SUS - Total ",NA,NA,NA,NA,"","","","","","","","26","26","26","26","26","26","26","26","26","26","26","26","26","26","26","26"
"1740","Quatiguá","Leitos Hospitalares - Não SUS - Total ",NA,NA,NA,NA,"","","","","","","","0","0","0","0","2","2","2","2","2","2","2","2","2","2","2","2"
"1741","Quatro Barras","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações ",NA,NA,NA,NA,"1.273","1.380","1.357","1.410","1.344","1.391","1.419","1.256","1.519","1.462","1.485","1.614","1.640","1.527","1.447","1.402","1.543","1.648","1.712","1.761","1.925","2.084","1.672"
"1742","Quatro Barras","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",NA,NA,NA,NA,"571.564,08","890.475,01","959.806,89","1.009.909,12","1.284.195,02","1.366.962,78","1.434.204,09","1.646.035,99","1.579.557,27","1.663.753,17","2.019.375,92","2.354.987,46","2.384.740,75","2.433.296,68","2.420.413,93","2.543.592,52","2.673.338,05","2.870.171,03","3.673.990,35","3.360.540,19","3.890.090,67","4.346.543,24","4.462.087,83"
"1743","Quatro Barras","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",NA,NA,NA,NA,"2,44","3,19","3,17","3,12","3,42","3,02","3,03","3,42","3,49","2,12","3,03","4,77","5,3","4,65","3,52","3,99","3,37","4,61","4,03","3,75","2,96","3,65","4,67"
"1744","Quatro Barras","Leitos Hospitalares - Existente - Total ",NA,NA,NA,NA,"","","","","","","","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1745","Quatro Barras","Leitos Hospitalares - SUS - Total ",NA,NA,NA,NA,"","","","","","","","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1746","Quatro Barras","Leitos Hospitalares - Não SUS - Total ",NA,NA,NA,NA,"","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1747","Quatro Pontes","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações ",NA,NA,NA,NA,"284","323","231","254","345","264","308","332","368","377","341","412","322","242","190","230","215","205","195","221","297","269","263"
"1748","Quatro Pontes","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",NA,NA,NA,NA,"83.967,79","127.360,33","78.257,85","138.486,40","174.333,02","161.018,36","145.761,43","157.246,34","159.957,39","204.614,00","189.451,17","298.504,14","238.094,69","211.974,61","268.444,76","256.011,44","246.790,95","313.468,27","581.173,83","403.304,59","398.542,48","441.990,27","356.416,47"
"1749","Quatro Pontes","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",NA,NA,NA,NA,"2,11","1,86","0","1,18","0,29","1,14","0,97","1,81","0,27","0,53","1,76","0,97","1,55","1,24","4,21","2,61","3,72","3,41","9,23","5,43","3,03","1,49","3,04"
"1750","Quatro Pontes","Leitos Hospitalares - Existente - Total ",NA,NA,NA,NA,"","","","","","","","13","13","13","13","13","13","13","13","13","13","13","13","13","0","0","0"
"1751","Quatro Pontes","Leitos Hospitalares - SUS - Total ",NA,NA,NA,NA,"","","","","","","","10","10","10","10","10","10","10","10","0","0","0","0","0","0","0","0"
"1752","Quatro Pontes","Leitos Hospitalares - Não SUS - Total ",NA,NA,NA,NA,"","","","","","","","3","3","3","3","3","3","3","3","13","13","13","13","13","0","0","0"
"1753","Quedas do Iguaçu","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações ",NA,NA,NA,NA,"2.521","2.612","2.265","2.314","2.240","2.184","2.408","2.317","2.681","2.926","2.912","3.073","3.018","2.501","2.417","2.368","2.212","2.392","2.649","2.635","2.678","2.675","2.283"
"1754","Quedas do Iguaçu","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",NA,NA,NA,NA,"705.055,78","935.576,86","901.950,18","903.657,54","1.162.208,81","1.054.732,35","1.289.608,52","1.322.179,41","1.497.061,28","1.558.258,19","1.821.905,73","2.317.939,25","2.438.493,18","2.546.651,24","2.423.865,40","2.644.488,46","2.643.154,92","2.654.592,95","3.162.360,64","3.314.422,88","3.150.670,91","3.643.201,72","3.444.166,42"
"1755","Quedas do Iguaçu","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",NA,NA,NA,NA,"1,19","1,34","1,32","1,3","1,52","1,6","1,99","1,77","1,6","1,54","1,55","2,93","2,35","2,6","2,9","2,36","2,53","2,26","3,25","3,76","3,02","3,81","4,6"
"1756","Quedas do Iguaçu","Leitos Hospitalares - Existente - Total ",NA,NA,NA,NA,"","","","","","","","102","102","95","86","86","86","86","86","86","47","47","47","47","34","38","33"
"1757","Quedas do Iguaçu","Leitos Hospitalares - SUS - Total ",NA,NA,NA,NA,"","","","","","","","80","80","76","65","58","58","58","68","68","29","31","31","33","34","38","33"
"1758","Quedas do Iguaçu","Leitos Hospitalares - Não SUS - Total ",NA,NA,NA,NA,"","","","","","","","22","22","19","21","28","28","28","18","18","18","16","16","14","0","0","0"
"1759","Querência do Norte","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações ",NA,NA,NA,NA,"890","988","997","846","854","983","857","917","788","862","866","888","776","964","965","955","963","934","936","929","953","891","814"
"1760","Querência do Norte","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",NA,NA,NA,NA,"241.517,45","355.582,21","445.362,80","354.691,73","411.896,63","383.917,85","410.267,26","511.928,88","422.692,69","619.188,44","642.168,06","690.525,98","831.131,26","996.616,64","1.169.777,69","1.136.885,99","1.211.292,79","1.143.092,80","1.194.096,99","1.362.734,50","1.529.107,49","1.196.705,95","894.277,58"
"1761","Querência do Norte","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",NA,NA,NA,NA,"1,35","1,62","2,31","1,18","1,99","3,05","2,68","3,05","2,16","3,94","2,31","2,14","2,45","3,53","4,04","3,25","3,74","3,32","3,74","3,34","3,57","3,59","3,81"
"1762","Querência do Norte","Leitos Hospitalares - Existente - Total ",NA,NA,NA,NA,"","","","","","","","26","26","26","26","26","26","26","26","26","26","26","26","26","26","26","26"
"1763","Querência do Norte","Leitos Hospitalares - SUS - Total ",NA,NA,NA,NA,"","","","","","","","26","26","26","26","26","26","25","25","25","25","25","25","25","25","25","25"
"1764","Querência do Norte","Leitos Hospitalares - Não SUS - Total ",NA,NA,NA,NA,"","","","","","","","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1"
"1765","Quinta do Sol","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações ",NA,NA,NA,NA,"506","497","452","504","436","376","447","448","484","552","522","575","422","281","356","404","429","390","391","382","428","446","317"
"1766","Quinta do Sol","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",NA,NA,NA,NA,"151.082,29","171.830,32","160.543,03","176.540,46","159.512,32","177.023,55","235.615,13","193.283,05","252.293,89","308.427,57","319.435,28","352.139,90","389.520,65","293.467,99","275.183,75","436.178,80","503.602,65","429.205,17","421.915,58","438.524,18","493.880,20","653.307,97","535.302,05"
"1767","Quinta do Sol","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",NA,NA,NA,NA,"2,96","2,21","1,55","1,39","3,9","2,66","2,01","0,89","1,65","1,99","1,72","3,3","4,27","5,34","2,25","4,7","6,29","3,85","5,37","3,66","3,97","4,26","7,26"
"1768","Quinta do Sol","Leitos Hospitalares - Existente - Total ",NA,NA,NA,NA,"","","","","","","","20","19","19","19","19","0","0","0","0","0","0","0","0","0","0","0"
"1769","Quinta do Sol","Leitos Hospitalares - SUS - Total ",NA,NA,NA,NA,"","","","","","","","18","17","17","17","17","0","0","0","0","0","0","0","0","0","0","0"
"1770","Quinta do Sol","Leitos Hospitalares - Não SUS - Total ",NA,NA,NA,NA,"","","","","","","","2","2","2","2","2","0","0","0","0","0","0","0","0","0","0","0"
"1771","Quitandinha","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações ",NA,NA,NA,NA,"1.158","1.202","1.236","1.262","1.197","1.145","1.271","1.210","1.350","1.404","1.539","1.712","1.614","1.703","1.801","1.783","1.784","1.872","2.002","2.044","2.127","1.952","1.430"
"1772","Quitandinha","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",NA,NA,NA,NA,"389.362,63","513.310,80","508.351,33","536.998,10","643.612,83","744.570,88","748.136,33","773.684,64","929.443,89","894.795,29","1.356.561,74","1.900.644,10","1.717.424,55","2.052.350,78","2.068.247,05","2.196.330,13","1.991.648,81","2.223.547,83","2.754.775,62","2.782.927,19","2.949.899,02","2.905.298,59","2.326.218,56"
"1773","Quitandinha","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",NA,NA,NA,NA,"3,11","2,5","2,75","2,61","2,34","2,53","2,52","1,9","3,04","2,49","3,05","2,86","2,66","3,52","2,72","3,59","3,36","3,31","3,35","3,13","2,91","3,64","5,94"
"1774","Quitandinha","Leitos Hospitalares - Existente - Total ",NA,NA,NA,NA,"","","","","","","","50","25","25","25","25","25","25","25","25","25","25","25","25","25","25","25"
"1775","Quitandinha","Leitos Hospitalares - SUS - Total ",NA,NA,NA,NA,"","","","","","","","46","25","25","25","25","25","25","25","25","25","25","25","25","25","25","25"
"1776","Quitandinha","Leitos Hospitalares - Não SUS - Total ",NA,NA,NA,NA,"","","","","","","","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1777","Ramilândia","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações ",NA,NA,NA,NA,"247","448","326","410","431","432","423","416","298","307","404","400","611","609","575","359","490","430","399","401","412","461","312"
"1778","Ramilândia","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",NA,NA,NA,NA,"61.165,43","105.673,45","106.902,04","144.933,20","188.907,19","176.172,43","170.163,09","165.008,31","130.648,62","168.897,63","302.499,40","353.006,17","393.221,17","320.401,43","381.025,91","294.149,23","341.473,60","281.948,40","311.361,19","289.723,72","359.558,84","344.890,15","327.868,66"
"1779","Ramilândia","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",NA,NA,NA,NA,"1,62","2,46","2,15","0,73","0,93","1,16","1,89","0,96","2,01","3,58","2,97","3,25","1,64","0,82","1,91","1,39","1,22","2,09","1,25","2,99","3,88","3,04","1,6"
"1780","Ramilândia","Leitos Hospitalares - Existente - Total ",NA,NA,NA,NA,"","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1781","Ramilândia","Leitos Hospitalares - SUS - Total ",NA,NA,NA,NA,"","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1782","Ramilândia","Leitos Hospitalares - Não SUS - Total ",NA,NA,NA,NA,"","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1783","Rancho Alegre","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações ",NA,NA,NA,NA,"410","403","354","323","367","331","338","280","315","341","362","354","298","293","328","269","234","235","221","274","309","334","217"
"1784","Rancho Alegre","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",NA,NA,NA,NA,"112.481,40","165.516,34","118.676,02","153.464,47","217.204,69","221.246,84","246.969,89","195.818,31","206.614,64","277.163,63","292.060,59","275.653,46","316.764,28","360.021,87","369.728,34","345.680,06","363.514,01","495.761,97","388.237,40","390.148,90","476.027,15","493.514,80","355.868,93"
"1785","Rancho Alegre","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",NA,NA,NA,NA,"3,41","2,98","2,26","2,48","3,27","4,23","3,85","3,21","3,81","4,99","4,42","3,67","6,04","6,83","4,88","6,32","5,56","6,38","9,05","5,84","6,8","6,89","4,15"
"1786","Rancho Alegre","Leitos Hospitalares - Existente - Total ",NA,NA,NA,NA,"","","","","","","","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16"
"1787","Rancho Alegre","Leitos Hospitalares - SUS - Total ",NA,NA,NA,NA,"","","","","","","","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16"
"1788","Rancho Alegre","Leitos Hospitalares - Não SUS - Total ",NA,NA,NA,NA,"","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1789","Rancho Alegre D'Oeste","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações ",NA,NA,NA,NA,"214","191","188","206","167","205","236","212","244","278","239","218","275","221","264","216","204","236","184","232","200","247","245"
"1790","Rancho Alegre D'Oeste","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",NA,NA,NA,NA,"56.494,92","68.419,62","68.782,49","76.135,34","66.884,79","84.889,95","113.022,50","92.101,52","87.333,25","141.472,69","127.152,66","130.834,95","193.899,15","210.234,96","197.743,94","312.124,71","176.222,62","175.145,75","183.370,93","221.873,49","201.311,17","248.943,13","405.871,81"
"1791","Rancho Alegre D'Oeste","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",NA,NA,NA,NA,"3,27","3,66","2,13","1,46","3,59","2,93","1,27","1,89","2,05","2,16","2,09","3,67","4","2,26","2,65","5,56","2,45","3,81","5,98","4,31","4,5","2,02","4,49"
"1792","Rancho Alegre D'Oeste","Leitos Hospitalares - Existente - Total ",NA,NA,NA,NA,"","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1793","Rancho Alegre D'Oeste","Leitos Hospitalares - SUS - Total ",NA,NA,NA,NA,"","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1794","Rancho Alegre D'Oeste","Leitos Hospitalares - Não SUS - Total ",NA,NA,NA,NA,"","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1795","Realeza","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações ",NA,NA,NA,NA,"1.277","1.451","1.386","1.338","1.380","1.368","1.376","1.395","1.503","1.532","1.556","1.719","1.595","1.509","1.650","1.488","1.447","1.507","1.690","1.393","1.314","1.150","1.163"
"1796","Realeza","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",NA,NA,NA,NA,"358.570,37","469.659,86","524.611,71","479.206,87","549.245,11","580.261,21","677.933,31","698.783,64","824.012,69","892.590,90","1.051.185,24","1.242.663,47","1.337.553,70","1.514.781,82","1.726.241,76","1.619.794,28","1.523.910,67","1.755.422,34","1.979.351,45","2.146.640,98","2.039.009,52","1.676.528,90","1.808.428,38"
"1797","Realeza","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",NA,NA,NA,NA,"1,33","1,03","1,44","1,49","2,25","2,34","2,33","1,94","2,2","1,7","2,76","1,69","3,45","2,58","3,27","3,7","3,39","3,65","2,25","4,38","3,96","3,65","5,07"
"1798","Realeza","Leitos Hospitalares - Existente - Total ",NA,NA,NA,NA,"","","","","","","","46","46","46","46","40","40","29","29","29","29","29","29","0","0","0","0"
"1799","Realeza","Leitos Hospitalares - SUS - Total ",NA,NA,NA,NA,"","","","","","","","34","34","34","34","29","29","18","18","18","18","16","16","0","0","0","0"
"1800","Realeza","Leitos Hospitalares - Não SUS - Total ",NA,NA,NA,NA,"","","","","","","","12","12","12","12","11","11","11","11","11","11","13","13","0","0","0","0"
"1801","Rebouças","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações ",NA,NA,NA,NA,"1.013","1.119","972","1.246","1.040","1.053","1.168","1.218","1.225","1.190","1.156","1.243","1.854","1.348","1.312","1.223","1.302","1.195","1.370","1.311","1.569","1.518","1.114"
"1802","Rebouças","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",NA,NA,NA,NA,"272.595,42","346.213,74","377.685,06","443.563,23","441.019,35","469.361,11","552.693,30","657.500,60","647.802,10","748.000,15","852.359,37","1.053.015,48","1.475.639,08","1.136.287,53","1.224.046,62","1.136.341,38","1.379.522,14","1.218.137,66","1.700.467,25","1.746.148,60","1.938.528,14","2.003.305,84","1.645.492,66"
"1803","Rebouças","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",NA,NA,NA,NA,"2,57","3,66","3,81","3,61","2,5","2,18","3,51","2,71","2,61","2,35","1,9","2,09","0,86","1,56","2,52","2,13","3,23","2,59","2,99","3,51","2,74","3,29","4,58"
"1804","Rebouças","Leitos Hospitalares - Existente - Total ",NA,NA,NA,NA,"","","","","","","","37","37","40","40","40","40","42","42","42","54","54","56","56","56","56","56"
"1805","Rebouças","Leitos Hospitalares - SUS - Total ",NA,NA,NA,NA,"","","","","","","","35","35","37","37","37","37","40","40","40","50","50","52","52","52","52","52"
"1806","Rebouças","Leitos Hospitalares - Não SUS - Total ",NA,NA,NA,NA,"","","","","","","","2","2","3","3","3","3","2","2","2","4","4","4","4","4","4","4"
"1807","Renascença","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações ",NA,NA,NA,NA,"603","606","604","567","613","568","615","548","447","615","518","457","462","497","596","562","525","485","605","567","469","435","358"
"1808","Renascença","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",NA,NA,NA,NA,"217.931,94","221.517,91","238.269,20","242.985,33","273.862,01","231.356,82","281.330,86","306.067,60","285.898,43","335.695,05","332.067,23","352.516,66","441.680,15","598.094,66","595.786,13","768.013,24","690.207,64","714.161,79","826.371,50","675.789,41","765.194,80","687.315,70","644.537,84"
"1809","Renascença","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",NA,NA,NA,NA,"1,33","1,32","2,98","1,94","0,98","3,17","1,63","2,55","2,91","3,58","1,93","2,41","4,33","2,62","3,19","4,45","4,57","3,51","5,45","5,29","4,69","5,52","4,75"
"1810","Renascença","Leitos Hospitalares - Existente - Total ",NA,NA,NA,NA,"","","","","","","","18","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1811","Renascença","Leitos Hospitalares - SUS - Total ",NA,NA,NA,NA,"","","","","","","","16","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1812","Renascença","Leitos Hospitalares - Não SUS - Total ",NA,NA,NA,NA,"","","","","","","","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1813","Reserva","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações ",NA,NA,NA,NA,"1.947","1.863","1.872","1.807","1.886","1.847","1.974","2.096","1.989","1.915","1.954","2.214","2.231","1.866","1.898","1.896","2.177","1.997","2.128","2.363","2.513","2.157","1.435"
