harvest;code_city;city;nr;group;code_variable;variable;standard;area;herd;slaughter;load;production;gpv
19/20;4115606;Matelândia;Cascavel;B;2004;ALHO;TON;1;;;;3,7;46509
19/20;4115739;Mato Rico;Pitanga;B;2004;ALHO;TON;1;;;;3,1;38967
19/20;4115804;Medianeira;Cascavel;B;2004;ALHO;TON;1,5;;;;4,5;56565
19/20;4116059;Missal;Cascavel;B;2004;ALHO;TON;0,5;;;;1,5;18855
19/20;4116109;Moreira Sales;Campo Mourão;B;2004;ALHO;TON;2;;;;5;62850
19/20;4116703;Nova Aurora;Cascavel;B;2004;ALHO;TON;2;;;;5,6;70392
19/20;4116802;Nova Cantu;Campo Mourão;B;2004;ALHO;TON;1;;;;2;25140
19/20;4116950;Nova Esperança do Sudoeste;Dois Vizinhos;B;2004;ALHO;TON;1;;;;4,5;56565
19/20;4117008;Nova Fátima;Cornélio Procópio;B;2004;ALHO;TON;12;;;;130,8;1644156
19/20;4117057;Nova Laranjeiras;Laranjeiras do Sul;B;2004;ALHO;TON;1;;;;1,9;23883
19/20;4117255;Nova Prata do Iguaçu;Dois Vizinhos;B;2004;ALHO;TON;1;;;;4,2;52794
19/20;4117271;Nova Tebas;Pitanga;B;2004;ALHO;TON;1;;;;3,5;43995
19/20;4117305;Ortigueira;Ponta Grossa;B;2004;ALHO;TON;1;;;;2,5;31425
19/20;4117503;Paiçandu;Maringá;B;2004;ALHO;TON;3;;;;30;377100
19/20;4117701;Palmeira;Ponta Grossa;B;2004;ALHO;TON;5;;;;12,5;157125
19/20;4118501;Pato Branco;Pato Branco;B;2004;ALHO;TON;2;;;;10;125700
19/20;4118600;Paula Freitas;União da Vitória;B;2004;ALHO;TON;1;;;;3;37710
19/20;4118709;Paulo Frontin;União da Vitória;B;2004;ALHO;TON;1;;;;3;37710
19/20;4118808;Peabiru;Campo Mourão;B;2004;ALHO;TON;2;;;;5;62850
19/20;4119004;Pérola d'Oeste;Francisco Beltrão;B;2004;ALHO;TON;1;;;;4,1;51537
19/20;4119202;Pinhalão;Jacarezinho;B;2004;ALHO;TON;2;;;;12;150840
19/20;4119251;Pinhal de São Bento;Francisco Beltrão;B;2004;ALHO;TON;1;;;;4,3;54051
19/20;4119301;Pinhão;Guarapuava;B;2004;ALHO;TON;1;;;;2,2;27654
19/20;4119400;Piraí do Sul;Ponta Grossa;B;2004;ALHO;TON;1;;;;2,5;31425
19/20;4119608;Pitanga;Pitanga;B;2004;ALHO;TON;2;;;;6,8;85476
19/20;4119806;Planalto;Francisco Beltrão;B;2004;ALHO;TON;1;;;;4,4;55308
19/20;4119905;Ponta Grossa;Ponta Grossa;B;2004;ALHO;TON;2;;;;5;62850
19/20;4120101;Porto Amazonas;Ponta Grossa;B;2004;ALHO;TON;2;;;;5;62850
19/20;4120150;Porto Barreiro;Laranjeiras do Sul;B;2004;ALHO;TON;0,6;;;;1,2;15084
19/20;4120309;Porto Vitória;União da Vitória;B;2004;ALHO;TON;1;;;;3;37710
19/20;4120358;Pranchita;Francisco Beltrão;B;2004;ALHO;TON;1;;;;4,2;52794
19/20;4120606;Prudentópolis;Guarapuava;B;2004;ALHO;TON;6;;;;27;339390
19/20;4120705;Quatiguá;Jacarezinho;B;2004;ALHO;TON;20;;;;136;1709520
19/20;4120903;Quedas do Iguaçu;Laranjeiras do Sul;B;2004;ALHO;TON;1,5;;;;3;37710
19/20;4121109;Quinta do Sol;Campo Mourão;B;2004;ALHO;TON;1;;;;1,5;18855
19/20;4121257;Ramilândia;Cascavel;B;2004;ALHO;TON;1;;;;3,2;40224
19/20;4121406;Realeza;Francisco Beltrão;B;2004;ALHO;TON;1;;;;4,1;51537
19/20;4121505;Rebouças;Irati;B;2004;ALHO;TON;1;;;;4,5;56565
19/20;4121604;Renascença;Francisco Beltrão;B;2004;ALHO;TON;1;;;;4,2;52794
19/20;4121703;Reserva;Ponta Grossa;B;2004;ALHO;TON;1;;;;2,3;28911
19/20;4121752;Reserva do Iguaçu;Guarapuava;B;2004;ALHO;TON;1;;;;3,2;40224
19/20;4121802;Ribeirão Claro;Jacarezinho;B;2004;ALHO;TON;3;;;;18,3;230031
19/20;4122008;Rio Azul;Irati;B;2004;ALHO;TON;2,5;;;;12,5;157125
19/20;4122156;Rio Bonito do Iguaçu;Laranjeiras do Sul;B;2004;ALHO;TON;1;;;;1,8;22626
19/20;4122172;Rio Branco do Ivaí;Ivaiporã;B;2004;ALHO;TON;0,5;;;;1,5;18855
19/20;4122503;Roncador;Campo Mourão;B;2004;ALHO;TON;3;;;;6;75420
19/20;4122651;Rosário do Ivaí;Ivaiporã;B;2004;ALHO;TON;0,5;;;;1,5;18855
19/20;4122800;Salgado Filho;Francisco Beltrão;B;2004;ALHO;TON;6;;;;30;377100
19/20;4122909;Salto do Itararé;Jacarezinho;B;2004;ALHO;TON;2;;;;12;150840
19/20;4123006;Salto do Lontra;Dois Vizinhos;B;2004;ALHO;TON;1;;;;4,2;52794
19/20;4123808;Santa Izabel do Oeste;Francisco Beltrão;B;2004;ALHO;TON;1;;;;4,3;54051
19/20;4123824;Santa Lúcia;Cascavel;B;2004;ALHO;TON;0,5;;;;1,75;21997,5
19/20;4123857;Santa Maria do Oeste;Pitanga;B;2004;ALHO;TON;1;;;;3,2;40224
19/20;4124004;Santana do Itararé;Jacarezinho;B;2004;ALHO;TON;2;;;;12,8;160896
19/20;4124020;Santa Tereza do Oeste;Cascavel;B;2004;ALHO;TON;0,5;;;;1,58;19860,6
19/20;4124053;Santa Terezinha de Itaipu;Cascavel;B;2004;ALHO;TON;0,3;;;;0,93;11690,1
19/20;4124103;Santo Antônio da Platina;Jacarezinho;B;2004;ALHO;TON;2;;;;12,4;155868
19/20;4124400;Santo Antônio do Sudoeste;Francisco Beltrão;B;2004;ALHO;TON;1;;;;4,2;52794
19/20;4124806;São João;Pato Branco;B;2004;ALHO;TON;1;;;;5;62850
19/20;4125100;São João do Triunfo;Ponta Grossa;B;2004;ALHO;TON;5;;;;12,5;157125
19/20;4125209;São Jorge d'Oeste;Dois Vizinhos;B;2004;ALHO;TON;1;;;;4,2;52794
19/20;4125407;São José da Boa Vista;Jacarezinho;B;2004;ALHO;TON;6;;;;36,6;460062
19/20;4125605;São Mateus do Sul;União da Vitória;B;2004;ALHO;TON;2;;;;6;75420
19/20;4125704;São Miguel do Iguaçu;Cascavel;B;2004;ALHO;TON;1;;;;3;37710
19/20;4126272;Saudade do Iguaçu;Pato Branco;B;2004;ALHO;TON;1;;;;5;62850
19/20;4126306;Sengés;Ponta Grossa;B;2004;ALHO;TON;1;;;;2,5;31425
19/20;4126355;Serranópolis do Iguaçu;Cascavel;B;2004;ALHO;TON;0,3;;;;0,9;11313
19/20;4126603;Siqueira Campos;Jacarezinho;B;2004;ALHO;TON;5;;;;31;389670
19/20;4126652;Sulina;Pato Branco;B;2004;ALHO;TON;1;;;;5;62850
19/20;4127007;Teixeira Soares;Irati;B;2004;ALHO;TON;1;;;;4,5;56565
19/20;4127502;Tibagi;Ponta Grossa;B;2004;ALHO;TON;1;;;;2,5;31425
19/20;4127809;Tomazina;Jacarezinho;B;2004;ALHO;TON;5;;;;31,5;395955
19/20;4127858;Três Barras do Paraná;Cascavel;B;2004;ALHO;TON;0,5;;;;1,75;21997,5
19/20;4127965;Turvo;Guarapuava;B;2004;ALHO;TON;2;;;;5,2;65364
19/20;4128005;Ubiratã;Campo Mourão;B;2004;ALHO;TON;5;;;;10;125700
19/20;4128203;União da Vitória;União da Vitória;B;2004;ALHO;TON;1;;;;2,7;33939
19/20;4128500;Wenceslau Braz;Jacarezinho;B;2004;ALHO;TON;4;;;;24,8;311736
19/20;4128534;Ventania;Ponta Grossa;B;2004;ALHO;TON;1;;;;2,5;31425
19/20;4128559;Vera Cruz do Oeste;Cascavel;B;2004;ALHO;TON;3;;;;9,6;120672
19/20;4128609;Verê;Francisco Beltrão;B;2004;ALHO;TON;1;;;;4,4;55308
19/20;4128658;Virmond;Laranjeiras do Sul;B;2004;ALHO;TON;1;;;;1,9;23883
19/20;4128708;Vitorino;Pato Branco;B;2004;ALHO;TON;1;;;;5;62850
19/20;4100400;Almirante Tamandaré;Curitiba;B;2005;ALHO PORRO;TON;2,5;;;;37,5;91875
19/20;4101804;Araucária;Curitiba;B;2005;ALHO PORRO;TON;10;;;;102;249900
19/20;4104006;Campina Grande do Sul;Curitiba;B;2005;ALHO PORRO;TON;1;;;;10;24500
19/20;4104253;Campo Magro;Curitiba;B;2005;ALHO PORRO;TON;6;;;;60;147000
19/20;4104808;Cascavel;Cascavel;B;2005;ALHO PORRO;TON;2,5;;;;30;73500
19/20;4105201;Cerro Azul;Curitiba;B;2005;ALHO PORRO;TON;1;;;;6,5;15925
19/20;4105300;Céu Azul;Cascavel;B;2005;ALHO PORRO;TON;1;;;;4;9800
19/20;4105508;Cianorte;Cianorte;B;2005;ALHO PORRO;TON;2;;;;10;24500
19/20;4105805;Colombo;Curitiba;B;2005;ALHO PORRO;TON;3;;;;45;110250
19/20;4106209;Contenda;Curitiba;B;2005;ALHO PORRO;TON;5;;;;70;171500
19/20;4107652;Fazenda Rio Grande;Curitiba;B;2005;ALHO PORRO;TON;1;;;;4,5;11025
19/20;4108304;Foz do Iguaçu;Cascavel;B;2005;ALHO PORRO;TON;1;;;;6;14700
19/20;4108809;Guaíra;Toledo;B;2005;ALHO PORRO;TON;1;;;;4;9800
19/20;4109104;Guaporema;Cianorte;B;2005;ALHO PORRO;TON;1;;;;0;0
19/20;4109401;Guarapuava;Guarapuava;B;2005;ALHO PORRO;TON;3;;;;45;110250
19/20;4109757;Ibema;Cascavel;B;2005;ALHO PORRO;TON;0,1;;;;0,4;980
19/20;4110706;Irati;Irati;B;2005;ALHO PORRO;TON;1;;;;2;4900
19/20;4110805;Iretama;Campo Mourão;B;2005;ALHO PORRO;TON;0,2;;;;0,8;1960
19/20;4112959;Juranda;Campo Mourão;B;2005;ALHO PORRO;TON;1;;;;5;12250
19/20;4113304;Laranjeiras do Sul;Laranjeiras do Sul;B;2005;ALHO PORRO;TON;0,1;;;;0,3;735
19/20;4113734;Luiziana;Campo Mourão;B;2005;ALHO PORRO;TON;1;;;;4;9800
19/20;4114203;Mandaguari;Maringá;B;2005;ALHO PORRO;TON;1;;;;6;14700
19/20;4114302;Mandirituba;Curitiba;B;2005;ALHO PORRO;TON;1,2;;;;4,6;11270
19/20;4115804;Medianeira;Cascavel;B;2005;ALHO PORRO;TON;0,5;;;;4,5;11025
19/20;4117453;Ouro Verde do Oeste;Toledo;B;2005;ALHO PORRO;TON;0,8;;;;3,2;7840
19/20;4119301;Pinhão;Guarapuava;B;2005;ALHO PORRO;TON;0,8;;;;10;24500
19/20;4119608;Pitanga;Pitanga;B;2005;ALHO PORRO;TON;1;;;;5;12250
19/20;4120606;Prudentópolis;Guarapuava;B;2005;ALHO PORRO;TON;1;;;;6;14700
19/20;4122404;Rolândia;Londrina;B;2005;ALHO PORRO;TON;0,5;;;;2;4900
19/20;4125456;São José das Palmeiras;Toledo;B;2005;ALHO PORRO;TON;2;;;;4;9800
19/20;4125506;São José dos Pinhais;Curitiba;B;2005;ALHO PORRO;TON;10;;;;200;490000
19/20;4125704;São Miguel do Iguaçu;Cascavel;B;2005;ALHO PORRO;TON;1;;;;6;14700
19/20;4125753;São Pedro do Iguaçu;Toledo;B;2005;ALHO PORRO;TON;2;;;;4;9800
19/20;4127700;Toledo;Toledo;B;2005;ALHO PORRO;TON;1;;;;4;9800
19/20;4100400;Almirante Tamandaré;Curitiba;B;2009;ALMEIRAO;TON;8;;;;180;633600
19/20;4100509;Altônia;Umuarama;B;2009;ALMEIRAO;TON;1,5;;;;15;52800
19/20;4100608;Alto Paraná;Paranavaí;B;2009;ALMEIRAO;TON;1;;;;3;10560
19/20;4100806;Alvorada do Sul;Londrina;B;2009;ALMEIRAO;TON;1;;;;18;63360
19/20;4100905;Amaporã;Paranavaí;B;2009;ALMEIRAO;TON;1;;;;2;7040
19/20;4101002;Ampére;Francisco Beltrão;B;2009;ALMEIRAO;TON;1;;;;20;70400
19/20;4101051;Anahy;Cascavel;B;2009;ALMEIRAO;TON;1,5;;;;27;95040
19/20;4101408;Apucarana;Apucarana;B;2009;ALMEIRAO;TON;4;;;;68;239360
19/20;4101655;Arapuã;Ivaiporã;B;2009;ALMEIRAO;TON;1;;;;9;31680
19/20;4101804;Araucária;Curitiba;B;2009;ALMEIRAO;TON;2;;;;51;179520
19/20;4101853;Ariranha do Ivaí;Ivaiporã;B;2009;ALMEIRAO;TON;1;;;;13;45760
19/20;4102109;Astorga;Maringá;B;2009;ALMEIRAO;TON;2;;;;38;133760
19/20;4102208;Atalaia;Maringá;B;2009;ALMEIRAO;TON;0,5;;;;10;35200
19/20;4102505;Barbosa Ferraz;Campo Mourão;B;2009;ALMEIRAO;TON;1;;;;14;49280
19/20;4102604;Barracão;Francisco Beltrão;B;2009;ALMEIRAO;TON;1;;;;14;49280
19/20;4102703;Barra do Jacaré;Jacarezinho;B;2009;ALMEIRAO;TON;0,5;;;;10;35200
19/20;4102752;Bela Vista da Caroba;Francisco Beltrão;B;2009;ALMEIRAO;TON;1;;;;20;70400
19/20;4102901;Bituruna;União da Vitória;B;2009;ALMEIRAO;TON;6;;;;30;105600
19/20;4103024;Boa Esperança do Iguaçu;Dois Vizinhos;B;2009;ALMEIRAO;TON;1;;;;13;45760
19/20;4103057;Boa Vista da Aparecida;Cascavel;B;2009;ALMEIRAO;TON;0,5;;;;9;31680
19/20;4103107;Bocaiúva do Sul;Curitiba;B;2009;ALMEIRAO;TON;1;;;;18;63360
19/20;4103222;Bom Sucesso do Sul;Pato Branco;B;2009;ALMEIRAO;TON;1,2;;;;12,5;44000
19/20;4103305;Borrazópolis;Ivaiporã;B;2009;ALMEIRAO;TON;0,2;;;;2;7040
19/20;4103354;Braganey;Cascavel;B;2009;ALMEIRAO;TON;1;;;;18;63360
19/20;4103370;Brasilândia do Sul;Umuarama;B;2009;ALMEIRAO;TON;0,1;;;;3;10560
19/20;4103453;Cafelândia;Cascavel;B;2009;ALMEIRAO;TON;2;;;;39;137280
19/20;4103479;Cafezal do Sul;Umuarama;B;2009;ALMEIRAO;TON;0,5;;;;5;17600
19/20;4103602;Cambará;Jacarezinho;B;2009;ALMEIRAO;TON;2;;;;20;70400
19/20;4103800;Cambira;Apucarana;B;2009;ALMEIRAO;TON;0,1;;;;1,5;5280
19/20;4103909;Campina da Lagoa;Campo Mourão;B;2009;ALMEIRAO;TON;0,1;;;;1,4;4928
19/20;4103958;Campina do Simão;Guarapuava;B;2009;ALMEIRAO;TON;0,5;;;;4;14080
19/20;4104055;Campo Bonito;Cascavel;B;2009;ALMEIRAO;TON;1,5;;;;25;88000
19/20;4104105;Campo do Tenente;Curitiba;B;2009;ALMEIRAO;TON;1;;;;11;38720
19/20;4104253;Campo Magro;Curitiba;B;2009;ALMEIRAO;TON;2;;;;36;126720
19/20;4104303;Campo Mourão;Campo Mourão;B;2009;ALMEIRAO;TON;7;;;;91;320320
19/20;4104402;Cândido de Abreu;Pitanga;B;2009;ALMEIRAO;TON;1;;;;20;70400
19/20;4104451;Cantagalo;Guarapuava;B;2009;ALMEIRAO;TON;0,2;;;;3;10560
19/20;4104501;Capanema;Francisco Beltrão;B;2009;ALMEIRAO;TON;2;;;;38;133760
19/20;4104600;Capitão Leônidas Marques;Cascavel;B;2009;ALMEIRAO;TON;2;;;;52;183040
19/20;4104709;Carlópolis;Jacarezinho;B;2009;ALMEIRAO;TON;2;;;;30;105600
19/20;4104808;Cascavel;Cascavel;B;2009;ALMEIRAO;TON;24;;;;388;1365760
19/20;4105003;Catanduvas;Cascavel;B;2009;ALMEIRAO;TON;1;;;;18;63360
19/20;4105102;Centenário do Sul;Londrina;B;2009;ALMEIRAO;TON;1,5;;;;30;105600
19/20;4105201;Cerro Azul;Curitiba;B;2009;ALMEIRAO;TON;1;;;;20;70400
19/20;4105300;Céu Azul;Cascavel;B;2009;ALMEIRAO;TON;2;;;;38;133760
19/20;4105409;Chopinzinho;Pato Branco;B;2009;ALMEIRAO;TON;2;;;;10;35200
19/20;4105508;Cianorte;Cianorte;B;2009;ALMEIRAO;TON;0,5;;;;3;10560
19/20;4105607;Cidade Gaúcha;Cianorte;B;2009;ALMEIRAO;TON;1;;;;15;52800
19/20;4105706;Clevelândia;Pato Branco;B;2009;ALMEIRAO;TON;0,2;;;;1;3520
19/20;4105805;Colombo;Curitiba;B;2009;ALMEIRAO;TON;10;;;;180;633600
19/20;4105904;Colorado;Maringá;B;2009;ALMEIRAO;TON;0,2;;;;4;14080
19/20;4106100;Conselheiro Mairinck;Jacarezinho;B;2009;ALMEIRAO;TON;1;;;;10;35200
19/20;4106308;Corbélia;Cascavel;B;2009;ALMEIRAO;TON;2;;;;34;119680
19/20;4106456;Coronel Domingos Soares;Pato Branco;B;2009;ALMEIRAO;TON;0,3;;;;3;10560
19/20;4106506;Coronel Vivida;Pato Branco;B;2009;ALMEIRAO;TON;1;;;;20;70400
19/20;4106571;Cruzeiro do Iguaçu;Dois Vizinhos;B;2009;ALMEIRAO;TON;1;;;;12;42240
19/20;4106605;Cruzeiro do Oeste;Umuarama;B;2009;ALMEIRAO;TON;0,6;;;;6;21120
19/20;4106803;Cruz Machado;União da Vitória;B;2009;ALMEIRAO;TON;1;;;;10;35200
19/20;4106902;Curitiba;Curitiba;B;2009;ALMEIRAO;TON;2;;;;25;88000
19/20;4107009;Curiúva;Jacarezinho;B;2009;ALMEIRAO;TON;2;;;;20;70400
19/20;4107108;Diamante do Norte;Paranavaí;B;2009;ALMEIRAO;TON;0,2;;;;0,2;704
19/20;4107124;Diamante do Sul;Laranjeiras do Sul;B;2009;ALMEIRAO;TON;0,1;;;;0,5;1760
19/20;4107157;Diamante D'Oeste;Cascavel;B;2009;ALMEIRAO;TON;1,5;;;;25;88000
19/20;4107306;Doutor Camargo;Maringá;B;2009;ALMEIRAO;TON;1;;;;20;70400
19/20;4107405;Enéas Marques;Francisco Beltrão;B;2009;ALMEIRAO;TON;1;;;;12;42240
19/20;4107504;Engenheiro Beltrão;Campo Mourão;B;2009;ALMEIRAO;TON;2;;;;28;98560
19/20;4107520;Esperança Nova;Umuarama;B;2009;ALMEIRAO;TON;0,2;;;;2;7040
19/20;4107538;Entre Rios do Oeste;Toledo;B;2009;ALMEIRAO;TON;0,4;;;;6;21120
19/20;4107546;Espigão Alto do Iguaçu;Laranjeiras do Sul;B;2009;ALMEIRAO;TON;0,1;;;;0,2;704
19/20;4107603;Faxinal;Ivaiporã;B;2009;ALMEIRAO;TON;0,5;;;;5;17600
19/20;4107652;Fazenda Rio Grande;Curitiba;B;2009;ALMEIRAO;TON;3;;;;37;130240
19/20;4107702;Fênix;Campo Mourão;B;2009;ALMEIRAO;TON;0,5;;;;3,5;12320
19/20;4107751;Figueira;Jacarezinho;B;2009;ALMEIRAO;TON;3;;;;25;88000
19/20;4107801;Floraí;Maringá;B;2009;ALMEIRAO;TON;1,2;;;;20;70400
19/20;4107850;Flor da Serra do Sul;Francisco Beltrão;B;2009;ALMEIRAO;TON;1;;;;12;42240
19/20;4107900;Floresta;Maringá;B;2009;ALMEIRAO;TON;2;;;;35;123200
19/20;4108007;Florestópolis;Londrina;B;2009;ALMEIRAO;TON;1,5;;;;30;105600
19/20;4108304;Foz do Iguaçu;Cascavel;B;2009;ALMEIRAO;TON;10;;;;180;633600
19/20;4108320;Francisco Alves;Umuarama;B;2009;ALMEIRAO;TON;0,5;;;;10;35200
19/20;4108403;Francisco Beltrão;Francisco Beltrão;B;2009;ALMEIRAO;TON;5;;;;100;352000
19/20;4108452;Foz do Jordão;Guarapuava;B;2009;ALMEIRAO;TON;0,3;;;;4;14080
19/20;4108601;Goioerê;Campo Mourão;B;2009;ALMEIRAO;TON;1;;;;7;24640
19/20;4108650;Goioxim;Guarapuava;B;2009;ALMEIRAO;TON;0,5;;;;5;17600
19/20;4108700;Grandes Rios;Ivaiporã;B;2009;ALMEIRAO;TON;0,5;;;;6;21120
19/20;4108809;Guaíra;Toledo;B;2009;ALMEIRAO;TON;1;;;;13;45760
19/20;4109104;Guaporema;Cianorte;B;2009;ALMEIRAO;TON;0,1;;;;0,5;1760
19/20;4109203;Guaraci;Londrina;B;2009;ALMEIRAO;TON;1;;;;19;66880
19/20;4109302;Guaraniaçu;Laranjeiras do Sul;B;2009;ALMEIRAO;TON;2;;;;18;63360
19/20;4109401;Guarapuava;Guarapuava;B;2009;ALMEIRAO;TON;2;;;;35;123200
19/20;4109658;Honório Serpa;Pato Branco;B;2009;ALMEIRAO;TON;0,6;;;;1,4;4928
19/20;4109708;Ibaiti;Jacarezinho;B;2009;ALMEIRAO;TON;1;;;;10;35200
19/20;4109757;Ibema;Cascavel;B;2009;ALMEIRAO;TON;1,5;;;;28;98560
19/20;4109807;Ibiporã;Londrina;B;2009;ALMEIRAO;TON;3;;;;66;232320
19/20;4109906;Icaraíma;Umuarama;B;2009;ALMEIRAO;TON;0,3;;;;7;24640
19/20;4110003;Iguaraçu;Maringá;B;2009;ALMEIRAO;TON;0,5;;;;10;35200
19/20;4110052;Iguatu;Cascavel;B;2009;ALMEIRAO;TON;2;;;;38;133760
19/20;4110201;Inácio Martins;Irati;B;2009;ALMEIRAO;TON;0,5;;;;5;17600
19/20;4110300;Inajá;Paranavaí;B;2009;ALMEIRAO;TON;1;;;;5;17600
19/20;4110409;Indianópolis;Cianorte;B;2009;ALMEIRAO;TON;0,3;;;;1;3520
19/20;4110607;Iporã;Umuarama;B;2009;ALMEIRAO;TON;0,2;;;;3;10560
19/20;4110805;Iretama;Campo Mourão;B;2009;ALMEIRAO;TON;2;;;;14;49280
19/20;4110953;Itaipulândia;Cascavel;B;2009;ALMEIRAO;TON;0,5;;;;8;28160
19/20;4111100;Itambé;Maringá;B;2009;ALMEIRAO;TON;0,1;;;;5;17600
19/20;4111209;Itapejara d'Oeste;Pato Branco;B;2009;ALMEIRAO;TON;1;;;;20;70400
19/20;4111308;Itaúna do Sul;Paranavaí;B;2009;ALMEIRAO;TON;0,1;;;;0,1;352
19/20;4111506;Ivaiporã;Ivaiporã;B;2009;ALMEIRAO;TON;0,4;;;;7,5;26400
19/20;4111555;Ivaté;Umuarama;B;2009;ALMEIRAO;TON;1;;;;20;70400
19/20;4111605;Ivatuba;Maringá;B;2009;ALMEIRAO;TON;1;;;;20;70400
19/20;4111704;Jaboti;Jacarezinho;B;2009;ALMEIRAO;TON;1;;;;10;35200
19/20;4111803;Jacarezinho;Jacarezinho;B;2009;ALMEIRAO;TON;2;;;;25;88000
19/20;4112108;Jandaia do Sul;Apucarana;B;2009;ALMEIRAO;TON;1,5;;;;19,5;68640
19/20;4112207;Janiópolis;Campo Mourão;B;2009;ALMEIRAO;TON;0,2;;;;1;3520
19/20;4112306;Japira;Jacarezinho;B;2009;ALMEIRAO;TON;1,5;;;;15;52800
19/20;4112405;Japurá;Cianorte;B;2009;ALMEIRAO;TON;0,5;;;;10;35200
19/20;4112603;Jardim Olinda;Paranavaí;B;2009;ALMEIRAO;TON;0,1;;;;0,2;704
19/20;4112801;Joaquim Távora;Jacarezinho;B;2009;ALMEIRAO;TON;1;;;;10;35200
19/20;4112900;Jundiaí do Sul;Jacarezinho;B;2009;ALMEIRAO;TON;0,5;;;;5;17600
19/20;4112959;Juranda;Campo Mourão;B;2009;ALMEIRAO;TON;0,5;;;;6;21120
19/20;4113007;Jussara;Cianorte;B;2009;ALMEIRAO;TON;0,1;;;;1;3520
19/20;4113106;Kaloré;Apucarana;B;2009;ALMEIRAO;TON;1;;;;15;52800
19/20;4113304;Laranjeiras do Sul;Laranjeiras do Sul;B;2009;ALMEIRAO;TON;2;;;;10;35200
19/20;4113452;Lindoeste;Cascavel;B;2009;ALMEIRAO;TON;1;;;;16;56320
19/20;4113502;Loanda;Paranavaí;B;2009;ALMEIRAO;TON;0,5;;;;1;3520
19/20;4113601;Lobato;Maringá;B;2009;ALMEIRAO;TON;0,5;;;;10;35200
19/20;4113809;Lupionópolis;Londrina;B;2009;ALMEIRAO;TON;0,5;;;;10;35200
19/20;4114104;Mandaguaçu;Maringá;B;2009;ALMEIRAO;TON;6;;;;120;422400
19/20;4114203;Mandaguari;Maringá;B;2009;ALMEIRAO;TON;5;;;;76;267520
19/20;4114302;Mandirituba;Curitiba;B;2009;ALMEIRAO;TON;1,2;;;;26;91520
19/20;4114351;Manfrinópolis;Francisco Beltrão;B;2009;ALMEIRAO;TON;2;;;;40;140800
19/20;4114500;Manoel Ribas;Pitanga;B;2009;ALMEIRAO;TON;0,5;;;;10;35200
19/20;4114609;Marechal Cândido Rondon;Toledo;B;2009;ALMEIRAO;TON;1;;;;10;35200
19/20;4114807;Marialva;Maringá;B;2009;ALMEIRAO;TON;10;;;;180;633600
19/20;4115002;Marilena;Paranavaí;B;2009;ALMEIRAO;TON;0,5;;;;2;7040
19/20;4115200;Maringá;Maringá;B;2009;ALMEIRAO;TON;34;;;;700;2464000
19/20;4115309;Mariópolis;Pato Branco;B;2009;ALMEIRAO;TON;1,7;;;;26;91520
19/20;4115358;Maripá;Toledo;B;2009;ALMEIRAO;TON;0,3;;;;3;10560
19/20;4115457;Marquinho;Laranjeiras do Sul;B;2009;ALMEIRAO;TON;0,1;;;;0,2;704
19/20;4115606;Matelândia;Cascavel;B;2009;ALMEIRAO;TON;2,5;;;;45;158400
19/20;4115705;Matinhos;Paranaguá;B;2009;ALMEIRAO;TON;1;;;;15;52800
19/20;4115804;Medianeira;Cascavel;B;2009;ALMEIRAO;TON;4;;;;72;253440
19/20;4115903;Mirador;Paranavaí;B;2009;ALMEIRAO;TON;0,2;;;;0,2;704
19/20;4116000;Miraselva;Londrina;B;2009;ALMEIRAO;TON;1;;;;18;63360
19/20;4116059;Missal;Cascavel;B;2009;ALMEIRAO;TON;0,5;;;;9;31680
19/20;4116208;Morretes;Paranaguá;B;2009;ALMEIRAO;TON;2;;;;24;84480
19/20;4116406;Nossa Senhora das Graças;Maringá;B;2009;ALMEIRAO;TON;0,5;;;;10;35200
19/20;4116505;Nova Aliança do Ivaí;Paranavaí;B;2009;ALMEIRAO;TON;0,3;;;;0,4;1408
19/20;4116703;Nova Aurora;Cascavel;B;2009;ALMEIRAO;TON;1;;;;17;59840
19/20;4116901;Nova Esperança;Maringá;B;2009;ALMEIRAO;TON;0,6;;;;10;35200
19/20;4116950;Nova Esperança do Sudoeste;Dois Vizinhos;B;2009;ALMEIRAO;TON;1;;;;13;45760
19/20;4117057;Nova Laranjeiras;Laranjeiras do Sul;B;2009;ALMEIRAO;TON;0,5;;;;1;3520
19/20;4117107;Nova Londrina;Paranavaí;B;2009;ALMEIRAO;TON;0,5;;;;3;10560
19/20;4117206;Nova Olímpia;Umuarama;B;2009;ALMEIRAO;TON;0,1;;;;2,5;8800
19/20;4117297;Novo Itacolomi;Apucarana;B;2009;ALMEIRAO;TON;0,5;;;;4;14080
19/20;4117305;Ortigueira;Ponta Grossa;B;2009;ALMEIRAO;TON;1;;;;1,5;5280
19/20;4117503;Paiçandu;Maringá;B;2009;ALMEIRAO;TON;12;;;;180;633600
19/20;4117800;Palmital;Pitanga;B;2009;ALMEIRAO;TON;1;;;;18;63360
19/20;4118006;Paraíso do Norte;Paranavaí;B;2009;ALMEIRAO;TON;0,2;;;;2;7040
19/20;4118105;Paranacity;Paranavaí;B;2009;ALMEIRAO;TON;1;;;;4;14080
19/20;4118303;Paranapoema;Paranavaí;B;2009;ALMEIRAO;TON;0,5;;;;2;7040
19/20;4118402;Paranavaí;Paranavaí;B;2009;ALMEIRAO;TON;3,5;;;;20;70400
19/20;4118501;Pato Branco;Pato Branco;B;2009;ALMEIRAO;TON;0,4;;;;7;24640
